"ano","mes","cidade","quantidade.assistente"
"2012","10","Curral de Cima",7
"2012","01","Patos",6
"2012","02","Patos",6
"2012","01","Cuité",4
"2012","01","Soledade",4
"2012","02","Cuité",4
"2012","02","Soledade",4
"2012","03","Cuité",4
"2012","03","Soledade",4
"2012","04","Cuité",4
"2012","04","Soledade",4
"2012","05","Cuité",4
"2012","05","Soledade",4
"2012","06","Cuité",4
"2012","06","Soledade",4
"2012","07","Cuité",4
"2012","07","Sapé",4
"2012","07","Soledade",4
"2012","08","Cuité",4
"2012","08","Sapé",4
"2012","08","Soledade",4
"2012","09","Cuité",4
"2012","09","Sapé",4
"2012","09","Soledade",4
"2012","10","Cuité",4
"2012","10","Sapé",4
"2012","10","Soledade",4
"2012","11","Cuité",4
"2012","11","Sapé",4
"2012","11","Soledade",4
"2012","12","Caaporã",4
"2012","12","Cuité",4
"2012","12","Sapé",4
"2012","12","Soledade",4
"2012","01","Caaporã",3
"2012","01","Cuité de Mamanguape",3
"2012","02","Caaporã",3
"2012","02","Cuité de Mamanguape",3
"2012","03","Caaporã",3
"2012","03","Cuité de Mamanguape",3
"2012","04","Caaporã",3
"2012","04","Cuité de Mamanguape",3
"2012","04","Sapé",3
"2012","05","Caaporã",3
"2012","05","Cuité de Mamanguape",3
"2012","05","Sapé",3
"2012","06","Caaporã",3
"2012","06","Cuité de Mamanguape",3
"2012","06","Sapé",3
"2012","07","Caaporã",3
"2012","07","Cuité de Mamanguape",3
"2012","08","Caaporã",3
"2012","08","Cuité de Mamanguape",3
"2012","09","Caaporã",3
"2012","09","Cuité de Mamanguape",3
"2012","10","Caaporã",3
"2012","11","Caaporã",3
"2012","12","Camalaú",3
"2012","12","Cuité de Mamanguape",3
"2012","01","Alhandra",2
"2012","01","Bananeiras",2
"2012","01","Camalaú",2
"2012","01","Sapé",2
"2012","01","Solânea",2
"2012","02","Alhandra",2
"2012","02","Bananeiras",2
"2012","02","Camalaú",2
"2012","02","Sapé",2
"2012","02","Solânea",2
"2012","03","Alhandra",2
"2012","03","Bananeiras",2
"2012","03","Camalaú",2
"2012","03","Sapé",2
"2012","03","Solânea",2
"2012","04","Alhandra",2
"2012","04","Bananeiras",2
"2012","04","Camalaú",2
"2012","04","Solânea",2
"2012","05","Alhandra",2
"2012","05","Bananeiras",2
"2012","05","Camalaú",2
"2012","05","Solânea",2
"2012","06","Alhandra",2
"2012","06","Bananeiras",2
"2012","06","Camalaú",2
"2012","06","Solânea",2
"2012","07","Alhandra",2
"2012","07","Aroeiras",2
"2012","07","Bananeiras",2
"2012","07","Camalaú",2
"2012","07","Solânea",2
"2012","08","Alhandra",2
"2012","08","Aroeiras",2
"2012","08","Bananeiras",2
"2012","08","Camalaú",2
"2012","08","Solânea",2
"2012","09","Alhandra",2
"2012","09","Aroeiras",2
"2012","09","Bananeiras",2
"2012","09","Camalaú",2
"2012","09","Solânea",2
"2012","10","Aroeiras",2
"2012","10","Bananeiras",2
"2012","10","Camalaú",2
"2012","10","Solânea",2
"2012","11","Aroeiras",2
"2012","11","Bananeiras",2
"2012","11","Camalaú",2
"2012","11","Solânea",2
"2012","12","Aroeiras",2
"2012","12","Bananeiras",2
"2012","12","Solânea",2
"2012","01","Aroeiras",1
"2012","01","Brejo dos Santos",1
"2012","01","Catingueira",1
"2012","01","Mãe d'Água",1
"2012","01","Manaíra",1
"2012","01","Riacho dos Cavalos",1
"2012","01","Uiraúna",1
"2012","02","Aroeiras",1
"2012","02","Brejo dos Santos",1
"2012","02","Catingueira",1
"2012","02","Mãe d'Água",1
"2012","02","Manaíra",1
"2012","02","Riacho dos Cavalos",1
"2012","02","Sumé",1
"2012","02","Uiraúna",1
"2012","03","Aroeiras",1
"2012","03","Brejo dos Santos",1
"2012","03","Catingueira",1
"2012","03","Mãe d'Água",1
"2012","03","Manaíra",1
"2012","03","Riacho dos Cavalos",1
"2012","03","Sumé",1
"2012","03","Uiraúna",1
"2012","04","Aroeiras",1
"2012","04","Brejo dos Santos",1
"2012","04","Catingueira",1
"2012","04","Mãe d'Água",1
"2012","04","Manaíra",1
"2012","04","Riacho dos Cavalos",1
"2012","04","Sumé",1
"2012","04","Uiraúna",1
"2012","05","Aroeiras",1
"2012","05","Brejo dos Santos",1
"2012","05","Catingueira",1
"2012","05","Mãe d'Água",1
"2012","05","Manaíra",1
"2012","05","Riacho dos Cavalos",1
"2012","05","Sumé",1
"2012","05","Uiraúna",1
"2012","06","Aroeiras",1
"2012","06","Brejo dos Santos",1
"2012","06","Catingueira",1
"2012","06","Mãe d'Água",1
"2012","06","Manaíra",1
"2012","06","Riacho dos Cavalos",1
"2012","06","Sumé",1
"2012","06","Uiraúna",1
"2012","07","Brejo dos Santos",1
"2012","07","Catingueira",1
"2012","07","Mãe d'Água",1
"2012","07","Manaíra",1
"2012","07","Riacho dos Cavalos",1
"2012","07","Sumé",1
"2012","07","Uiraúna",1
"2012","08","Brejo dos Santos",1
"2012","08","Catingueira",1
"2012","08","Mãe d'Água",1
"2012","08","Manaíra",1
"2012","08","Riacho dos Cavalos",1
"2012","08","Sumé",1
"2012","08","Uiraúna",1
"2012","09","Brejo dos Santos",1
"2012","09","Catingueira",1
"2012","09","Mãe d'Água",1
"2012","09","Manaíra",1
"2012","09","Riacho dos Cavalos",1
"2012","09","Sumé",1
"2012","09","Uiraúna",1
"2012","10","Alhandra",1
"2012","10","Brejo dos Santos",1
"2012","10","Catingueira",1
"2012","10","Cuité de Mamanguape",1
"2012","10","Mãe d'Água",1
"2012","10","Manaíra",1
"2012","10","Riacho dos Cavalos",1
"2012","10","Sumé",1
"2012","10","Uiraúna",1
"2012","11","Brejo dos Santos",1
"2012","11","Catingueira",1
"2012","11","Cuité de Mamanguape",1
"2012","11","Mãe d'Água",1
"2012","11","Manaíra",1
"2012","11","Riacho dos Cavalos",1
"2012","11","Sumé",1
"2012","11","Uiraúna",1
"2012","12","Brejo dos Santos",1
"2012","12","Catingueira",1
"2012","12","Mãe d'Água",1
"2012","12","Manaíra",1
"2012","12","Riacho dos Cavalos",1
"2012","12","Sumé",1
"2012","12","Uiraúna",1
"2013","12","Campina Grande",205
"2013","04","Campina Grande",186
"2013","05","Campina Grande",186
"2013","06","Campina Grande",185
"2013","03","Campina Grande",181
"2013","02","Campina Grande",178
"2013","01","Campina Grande",174
"2013","07","Campina Grande",167
"2013","08","Campina Grande",164
"2013","09","Campina Grande",159
"2013","10","Campina Grande",159
"2013","11","Campina Grande",148
"2013","02","João Pessoa",121
"2013","03","João Pessoa",121
"2013","04","João Pessoa",121
"2013","05","João Pessoa",121
"2013","06","João Pessoa",121
"2013","07","João Pessoa",121
"2013","08","João Pessoa",121
"2013","01","João Pessoa",120
"2013","09","João Pessoa",114
"2013","10","João Pessoa",85
"2013","11","João Pessoa",85
"2013","12","João Pessoa",83
"2013","12","Sousa",58
"2013","02","Sousa",53
"2013","03","Sousa",53
"2013","04","Sousa",53
"2013","05","Sousa",53
"2013","06","Sousa",53
"2013","07","Sousa",53
"2013","08","Sousa",53
"2013","09","Sousa",53
"2013","10","Sousa",53
"2013","11","Sousa",53
"2013","01","Sousa",50
"2013","06","Santa Rita",18
"2013","03","Santa Rita",17
"2013","01","Santa Rita",16
"2013","02","Santa Rita",16
"2013","04","Santa Rita",16
"2013","05","Santa Rita",16
"2013","07","Santa Rita",16
"2013","08","Santa Rita",16
"2013","09","Santa Rita",16
"2013","10","Santa Rita",16
"2013","11","Santa Rita",16
"2013","12","Santa Rita",16
"2013","03","Patos",7
"2013","09","Patos",7
"2013","01","Caaporã",6
"2013","01","Patos",6
"2013","02","Caaporã",6
"2013","02","Patos",6
"2013","04","Patos",6
"2013","05","Patos",6
"2013","06","Patos",6
"2013","07","Patos",6
"2013","08","Patos",6
"2013","10","Patos",6
"2013","11","Patos",6
"2013","12","Patos",6
"2013","03","Caaporã",5
"2013","04","Caaporã",5
"2013","05","Caaporã",5
"2013","06","Caaporã",5
"2013","01","Cuité",4
"2013","01","Sapé",4
"2013","02","Cuité",4
"2013","02","Sapé",4
"2013","03","Cuité",4
"2013","03","Sapé",4
"2013","04","Cuité",4
"2013","04","Sapé",4
"2013","05","Cuité",4
"2013","05","Sapé",4
"2013","06","Cuité",4
"2013","06","Sapé",4
"2013","07","Cuité",4
"2013","07","Sapé",4
"2013","08","Cuité",4
"2013","08","Sapé",4
"2013","09","Caaporã",4
"2013","09","Cuité",4
"2013","09","Sapé",4
"2013","10","Cuité",4
"2013","10","Sapé",4
"2013","11","Cuité",4
"2013","11","Sapé",4
"2013","12","Cuité",4
"2013","12","Sapé",4
"2013","05","Bayeux",3
"2013","06","Bayeux",3
"2013","07","Bayeux",3
"2013","10","Soledade",3
"2013","11","Soledade",3
"2013","12","Soledade",3
"2013","01","Aroeiras",2
"2013","01","Bananeiras",2
"2013","01","Cuité de Mamanguape",2
"2013","01","Riacho dos Cavalos",2
"2013","01","Solânea",2
"2013","02","Aroeiras",2
"2013","02","Bananeiras",2
"2013","02","Bayeux",2
"2013","02","Camalaú",2
"2013","02","Cuité de Mamanguape",2
"2013","02","Riacho dos Cavalos",2
"2013","02","Solânea",2
"2013","02","Soledade",2
"2013","03","Aroeiras",2
"2013","03","Bananeiras",2
"2013","03","Bayeux",2
"2013","03","Camalaú",2
"2013","03","Cuité de Mamanguape",2
"2013","03","Riacho dos Cavalos",2
"2013","03","Solânea",2
"2013","03","Soledade",2
"2013","04","Aroeiras",2
"2013","04","Bananeiras",2
"2013","04","Bayeux",2
"2013","04","Camalaú",2
"2013","04","Cuité de Mamanguape",2
"2013","04","Riacho dos Cavalos",2
"2013","04","Solânea",2
"2013","04","Soledade",2
"2013","05","Aroeiras",2
"2013","05","Bananeiras",2
"2013","05","Camalaú",2
"2013","05","Cuité de Mamanguape",2
"2013","05","Riacho dos Cavalos",2
"2013","05","Solânea",2
"2013","05","Soledade",2
"2013","06","Aroeiras",2
"2013","06","Bananeiras",2
"2013","06","Camalaú",2
"2013","06","Riacho dos Cavalos",2
"2013","06","Solânea",2
"2013","06","Soledade",2
"2013","07","Aroeiras",2
"2013","07","Bananeiras",2
"2013","07","Camalaú",2
"2013","07","Riacho dos Cavalos",2
"2013","07","Solânea",2
"2013","07","Soledade",2
"2013","08","Aroeiras",2
"2013","08","Bananeiras",2
"2013","08","Bayeux",2
"2013","08","Camalaú",2
"2013","08","Riacho dos Cavalos",2
"2013","08","Solânea",2
"2013","08","Soledade",2
"2013","09","Aroeiras",2
"2013","09","Bananeiras",2
"2013","09","Bayeux",2
"2013","09","Camalaú",2
"2013","09","Riacho dos Cavalos",2
"2013","09","Solânea",2
"2013","09","Soledade",2
"2013","10","Aroeiras",2
"2013","10","Bananeiras",2
"2013","10","Bayeux",2
"2013","10","Camalaú",2
"2013","10","Riacho dos Cavalos",2
"2013","10","Solânea",2
"2013","11","Aroeiras",2
"2013","11","Bananeiras",2
"2013","11","Bayeux",2
"2013","11","Camalaú",2
"2013","11","Riacho dos Cavalos",2
"2013","11","Solânea",2
"2013","12","Aroeiras",2
"2013","12","Bananeiras",2
"2013","12","Bayeux",2
"2013","12","Camalaú",2
"2013","12","Riacho dos Cavalos",2
"2013","12","Solânea",2
"2013","01","Bayeux",1
"2013","01","Brejo dos Santos",1
"2013","01","Camalaú",1
"2013","01","Catingueira",1
"2013","01","Logradouro",1
"2013","01","Mãe d'Água",1
"2013","01","Manaíra",1
"2013","01","São João do Tigre",1
"2013","01","Soledade",1
"2013","01","Sumé",1
"2013","02","Brejo dos Santos",1
"2013","02","Catingueira",1
"2013","02","Logradouro",1
"2013","02","Mãe d'Água",1
"2013","02","Manaíra",1
"2013","02","São João do Tigre",1
"2013","02","Sumé",1
"2013","03","Brejo dos Santos",1
"2013","03","Catingueira",1
"2013","03","Logradouro",1
"2013","03","Mãe d'Água",1
"2013","03","Manaíra",1
"2013","03","São João do Tigre",1
"2013","03","Sumé",1
"2013","04","Brejo dos Santos",1
"2013","04","Catingueira",1
"2013","04","Logradouro",1
"2013","04","Mãe d'Água",1
"2013","04","Manaíra",1
"2013","04","São João do Tigre",1
"2013","04","Sumé",1
"2013","05","Brejo dos Santos",1
"2013","05","Catingueira",1
"2013","05","Logradouro",1
"2013","05","Mãe d'Água",1
"2013","05","Manaíra",1
"2013","05","São João do Tigre",1
"2013","05","Sumé",1
"2013","06","Brejo dos Santos",1
"2013","06","Catingueira",1
"2013","06","Cuité de Mamanguape",1
"2013","06","Logradouro",1
"2013","06","Mãe d'Água",1
"2013","06","Manaíra",1
"2013","06","São João do Tigre",1
"2013","06","Sumé",1
"2013","07","Brejo dos Santos",1
"2013","07","Catingueira",1
"2013","07","Cuité de Mamanguape",1
"2013","07","Logradouro",1
"2013","07","Mãe d'Água",1
"2013","07","Manaíra",1
"2013","07","São João do Tigre",1
"2013","07","Sumé",1
"2013","08","Brejo dos Santos",1
"2013","08","Catingueira",1
"2013","08","Cuité de Mamanguape",1
"2013","08","Mãe d'Água",1
"2013","08","Manaíra",1
"2013","08","São João do Tigre",1
"2013","08","Sumé",1
"2013","09","Brejo dos Santos",1
"2013","09","Catingueira",1
"2013","09","Cuité de Mamanguape",1
"2013","09","Mãe d'Água",1
"2013","09","Manaíra",1
"2013","09","São João do Tigre",1
"2013","09","Sumé",1
"2013","10","Brejo dos Santos",1
"2013","10","Catingueira",1
"2013","10","Cuité de Mamanguape",1
"2013","10","Mãe d'Água",1
"2013","10","Manaíra",1
"2013","10","São João do Tigre",1
"2013","10","Sumé",1
"2013","11","Brejo dos Santos",1
"2013","11","Catingueira",1
"2013","11","Cuité de Mamanguape",1
"2013","11","Mãe d'Água",1
"2013","11","Manaíra",1
"2013","11","São João do Tigre",1
"2013","11","Sumé",1
"2013","12","Brejo dos Santos",1
"2013","12","Caaporã",1
"2013","12","Catingueira",1
"2013","12","Cuité de Mamanguape",1
"2013","12","Logradouro",1
"2013","12","Mãe d'Água",1
"2013","12","Manaíra",1
"2013","12","São João do Tigre",1
"2013","12","Sumé",1
"2014","12","Campina Grande",247
"2014","04","Campina Grande",198
"2014","05","Campina Grande",198
"2014","06","Campina Grande",197
"2014","11","Campina Grande",197
"2014","03","Campina Grande",196
"2014","09","Campina Grande",195
"2014","10","Campina Grande",195
"2014","07","Campina Grande",194
"2014","08","Campina Grande",194
"2014","02","Campina Grande",186
"2014","01","Campina Grande",153
"2014","01","João Pessoa",121
"2014","02","João Pessoa",121
"2014","03","João Pessoa",121
"2014","04","João Pessoa",121
"2014","07","João Pessoa",121
"2014","06","João Pessoa",120
"2014","08","João Pessoa",120
"2014","09","João Pessoa",120
"2014","11","João Pessoa",120
"2014","12","João Pessoa",120
"2014","10","João Pessoa",119
"2014","05","João Pessoa",105
"2014","12","Sousa",75
"2014","01","Sousa",54
"2014","02","Sousa",54
"2014","03","Sousa",54
"2014","07","Sousa",54
"2014","04","Sousa",53
"2014","05","Sousa",53
"2014","06","Sousa",53
"2014","08","Sousa",53
"2014","09","Sousa",53
"2014","10","Sousa",53
"2014","11","Sousa",53
"2014","12","Santa Rita",33
"2014","11","Santa Rita",25
"2014","09","Santa Rita",24
"2014","10","Santa Rita",23
"2014","08","Santa Rita",22
"2014","02","Patos",20
"2014","03","Patos",20
"2014","04","Patos",20
"2014","06","Patos",20
"2014","05","Patos",19
"2014","06","Santa Rita",18
"2014","02","Santa Rita",17
"2014","03","Santa Rita",17
"2014","04","Santa Rita",17
"2014","05","Santa Rita",17
"2014","07","Santa Rita",17
"2014","01","Santa Rita",16
"2014","01","Guarabira",12
"2014","02","Guarabira",12
"2014","03","Guarabira",12
"2014","04","Guarabira",12
"2014","05","Guarabira",12
"2014","06","Guarabira",12
"2014","07","Guarabira",12
"2014","08","Guarabira",12
"2014","09","Guarabira",12
"2014","10","Guarabira",12
"2014","11","Guarabira",12
"2014","12","Guarabira",12
"2014","01","Patos",7
"2014","07","Patos",5
"2014","08","Patos",5
"2014","09","Patos",5
"2014","10","Patos",5
"2014","11","Patos",5
"2014","12","Patos",5
"2014","01","Cuité",4
"2014","01","Sapé",4
"2014","02","Cuité",4
"2014","02","Sapé",4
"2014","03","Cuité",4
"2014","03","Sapé",4
"2014","04","Cuité",4
"2014","04","Sapé",4
"2014","05","Cuité",4
"2014","05","Sapé",4
"2014","06","Cuité",4
"2014","06","Sapé",4
"2014","07","Cuité",4
"2014","07","Sapé",4
"2014","08","Cuité",4
"2014","08","Sapé",4
"2014","09","Cuité",4
"2014","09","Sapé",4
"2014","10","Cuité",4
"2014","10","Sapé",4
"2014","11","Cuité",4
"2014","11","Sapé",4
"2014","12","Cuité",4
"2014","12","Sapé",4
"2014","01","Soledade",3
"2014","02","Soledade",3
"2014","03","Soledade",3
"2014","04","Soledade",3
"2014","05","Soledade",3
"2014","06","Soledade",3
"2014","07","Soledade",3
"2014","08","Soledade",3
"2014","09","Soledade",3
"2014","10","Soledade",3
"2014","11","Soledade",3
"2014","01","Aroeiras",2
"2014","01","Bananeiras",2
"2014","01","Bayeux",2
"2014","01","Camalaú",2
"2014","01","Cuité de Mamanguape",2
"2014","01","Riacho dos Cavalos",2
"2014","01","Solânea",2
"2014","02","Aroeiras",2
"2014","02","Bananeiras",2
"2014","02","Bayeux",2
"2014","02","Camalaú",2
"2014","02","Cuité de Mamanguape",2
"2014","02","Riacho dos Cavalos",2
"2014","02","Solânea",2
"2014","03","Aroeiras",2
"2014","03","Bananeiras",2
"2014","03","Bayeux",2
"2014","03","Camalaú",2
"2014","03","Cuité de Mamanguape",2
"2014","03","Riacho dos Cavalos",2
"2014","03","Solânea",2
"2014","04","Aroeiras",2
"2014","04","Bananeiras",2
"2014","04","Bayeux",2
"2014","04","Camalaú",2
"2014","04","Cuité de Mamanguape",2
"2014","04","Riacho dos Cavalos",2
"2014","04","Solânea",2
"2014","05","Aroeiras",2
"2014","05","Bananeiras",2
"2014","05","Bayeux",2
"2014","05","Camalaú",2
"2014","05","Cuité de Mamanguape",2
"2014","05","Riacho dos Cavalos",2
"2014","05","Solânea",2
"2014","06","Aroeiras",2
"2014","06","Bananeiras",2
"2014","06","Bayeux",2
"2014","06","Camalaú",2
"2014","06","Cuité de Mamanguape",2
"2014","06","Riacho dos Cavalos",2
"2014","06","Solânea",2
"2014","07","Aroeiras",2
"2014","07","Bananeiras",2
"2014","07","Bayeux",2
"2014","07","Cuité de Mamanguape",2
"2014","07","Riacho dos Cavalos",2
"2014","07","Solânea",2
"2014","08","Aroeiras",2
"2014","08","Bananeiras",2
"2014","08","Bayeux",2
"2014","08","Camalaú",2
"2014","08","Cuité de Mamanguape",2
"2014","08","Riacho dos Cavalos",2
"2014","08","Solânea",2
"2014","09","Aroeiras",2
"2014","09","Bananeiras",2
"2014","09","Bayeux",2
"2014","09","Camalaú",2
"2014","09","Cuité de Mamanguape",2
"2014","09","Riacho dos Cavalos",2
"2014","09","Solânea",2
"2014","10","Aroeiras",2
"2014","10","Bananeiras",2
"2014","10","Bayeux",2
"2014","10","Camalaú",2
"2014","10","Cuité de Mamanguape",2
"2014","10","Riacho dos Cavalos",2
"2014","10","Solânea",2
"2014","11","Aroeiras",2
"2014","11","Bananeiras",2
"2014","11","Camalaú",2
"2014","11","Riacho dos Cavalos",2
"2014","11","Solânea",2
"2014","12","Aroeiras",2
"2014","12","Bananeiras",2
"2014","12","Bayeux",2
"2014","12","Camalaú",2
"2014","12","Riacho dos Cavalos",2
"2014","12","Solânea",2
"2014","12","Soledade",2
"2014","01","Brejo dos Santos",1
"2014","01","Catingueira",1
"2014","01","Mãe d'Água",1
"2014","01","Manaíra",1
"2014","01","São João do Tigre",1
"2014","01","Sumé",1
"2014","02","Brejo dos Santos",1
"2014","02","Catingueira",1
"2014","02","Mãe d'Água",1
"2014","02","Manaíra",1
"2014","02","São João do Tigre",1
"2014","03","Brejo dos Santos",1
"2014","03","Catingueira",1
"2014","03","Mãe d'Água",1
"2014","03","Manaíra",1
"2014","03","São João do Tigre",1
"2014","04","Brejo dos Santos",1
"2014","04","Catingueira",1
"2014","04","Mãe d'Água",1
"2014","04","Manaíra",1
"2014","04","São João do Tigre",1
"2014","05","Brejo dos Santos",1
"2014","05","Catingueira",1
"2014","05","Mãe d'Água",1
"2014","05","Manaíra",1
"2014","05","São João do Tigre",1
"2014","06","Brejo dos Santos",1
"2014","06","Catingueira",1
"2014","06","Mãe d'Água",1
"2014","06","Manaíra",1
"2014","06","São João do Tigre",1
"2014","07","Brejo dos Santos",1
"2014","07","Camalaú",1
"2014","07","Catingueira",1
"2014","07","Mãe d'Água",1
"2014","07","Manaíra",1
"2014","07","São João do Tigre",1
"2014","08","Brejo dos Santos",1
"2014","08","Catingueira",1
"2014","08","Mãe d'Água",1
"2014","08","Manaíra",1
"2014","08","São João do Tigre",1
"2014","09","Brejo dos Santos",1
"2014","09","Catingueira",1
"2014","09","Mãe d'Água",1
"2014","09","Manaíra",1
"2014","09","São João do Tigre",1
"2014","10","Brejo dos Santos",1
"2014","10","Catingueira",1
"2014","10","Mãe d'Água",1
"2014","10","Manaíra",1
"2014","10","São João do Tigre",1
"2014","11","Bayeux",1
"2014","11","Brejo dos Santos",1
"2014","11","Catingueira",1
"2014","11","Cuité de Mamanguape",1
"2014","11","Mãe d'Água",1
"2014","11","Manaíra",1
"2014","11","São João do Tigre",1
"2014","12","Brejo dos Santos",1
"2014","12","Catingueira",1
"2014","12","Cuité de Mamanguape",1
"2014","12","Mãe d'Água",1
"2014","12","Manaíra",1
"2015","12","Campina Grande",198
"2015","01","Campina Grande",192
"2015","02","Campina Grande",164
"2015","03","Campina Grande",162
"2015","04","Campina Grande",158
"2015","05","Campina Grande",158
"2015","06","Campina Grande",156
"2015","07","Campina Grande",153
"2015","08","Campina Grande",153
"2015","09","Campina Grande",153
"2015","10","Campina Grande",152
"2015","11","Campina Grande",152
"2015","01","João Pessoa",120
"2015","02","João Pessoa",120
"2015","03","João Pessoa",120
"2015","04","João Pessoa",120
"2015","05","João Pessoa",120
"2015","06","João Pessoa",120
"2015","07","João Pessoa",120
"2015","08","João Pessoa",120
"2015","09","João Pessoa",120
"2015","10","João Pessoa",120
"2015","11","João Pessoa",120
"2015","12","João Pessoa",120
"2015","12","Santa Rita",39
"2015","06","Sousa",38
"2015","03","Santa Rita",37
"2015","04","Santa Rita",37
"2015","05","Santa Rita",37
"2015","06","Santa Rita",37
"2015","07","Santa Rita",37
"2015","08","Santa Rita",37
"2015","09","Santa Rita",37
"2015","10","Santa Rita",37
"2015","11","Santa Rita",37
"2015","02","Santa Rita",36
"2015","01","Sousa",30
"2015","02","Sousa",30
"2015","03","Sousa",30
"2015","04","Sousa",30
"2015","05","Sousa",30
"2015","07","Sousa",30
"2015","08","Sousa",30
"2015","09","Sousa",30
"2015","10","Sousa",30
"2015","11","Sousa",30
"2015","12","Sousa",30
"2015","01","Santa Rita",24
"2015","11","Patos",13
"2015","12","Patos",13
"2015","01","Guarabira",12
"2015","02","Guarabira",12
"2015","03","Guarabira",12
"2015","04","Guarabira",12
"2015","05","Guarabira",12
"2015","06","Guarabira",12
"2015","06","Patos",12
"2015","07","Guarabira",12
"2015","08","Guarabira",12
"2015","09","Guarabira",12
"2015","09","Patos",12
"2015","10","Guarabira",12
"2015","10","Patos",12
"2015","11","Guarabira",12
"2015","12","Guarabira",12
"2015","04","Patos",11
"2015","05","Patos",11
"2015","07","Patos",11
"2015","08","Patos",11
"2015","03","Patos",10
"2015","02","Patos",7
"2015","01","Patos",6
"2015","01","Cuité",4
"2015","01","Sapé",4
"2015","02","Cuité",4
"2015","02","Sapé",4
"2015","03","Cuité",4
"2015","03","Sapé",4
"2015","04","Cuité",4
"2015","04","Sapé",4
"2015","05","Cuité",4
"2015","06","Cuité",4
"2015","06","Sapé",4
"2015","07","Cuité",4
"2015","08","Cuité",4
"2015","08","Soledade",4
"2015","09","Cuité",4
"2015","09","Soledade",4
"2015","10","Cuité",4
"2015","10","Soledade",4
"2015","11","Cuité",4
"2015","11","Soledade",4
"2015","12","Cuité",4
"2015","12","Sapé",4
"2015","12","Soledade",4
"2015","01","Soledade",3
"2015","02","Soledade",3
"2015","03","Cuité de Mamanguape",3
"2015","03","Soledade",3
"2015","04","Soledade",3
"2015","05","Sapé",3
"2015","05","Soledade",3
"2015","06","Soledade",3
"2015","07","Sapé",3
"2015","07","Soledade",3
"2015","08","Sapé",3
"2015","09","Sapé",3
"2015","10","Sapé",3
"2015","11","Sapé",3
"2015","01","Bananeiras",2
"2015","01","Camalaú",2
"2015","01","Cuité de Mamanguape",2
"2015","01","Duas Estradas",2
"2015","01","Solânea",2
"2015","02","Bananeiras",2
"2015","02","Camalaú",2
"2015","02","Cuité de Mamanguape",2
"2015","02","Duas Estradas",2
"2015","02","Solânea",2
"2015","03","Bananeiras",2
"2015","03","Camalaú",2
"2015","03","Duas Estradas",2
"2015","03","Solânea",2
"2015","04","Bananeiras",2
"2015","04","Camalaú",2
"2015","04","Duas Estradas",2
"2015","04","Solânea",2
"2015","05","Bananeiras",2
"2015","05","Camalaú",2
"2015","05","Duas Estradas",2
"2015","05","Solânea",2
"2015","06","Bananeiras",2
"2015","06","Camalaú",2
"2015","06","Duas Estradas",2
"2015","06","Solânea",2
"2015","07","Bananeiras",2
"2015","07","Camalaú",2
"2015","07","Duas Estradas",2
"2015","07","Solânea",2
"2015","08","Bananeiras",2
"2015","08","Camalaú",2
"2015","08","Duas Estradas",2
"2015","08","Solânea",2
"2015","09","Bananeiras",2
"2015","09","Camalaú",2
"2015","09","Duas Estradas",2
"2015","09","Solânea",2
"2015","10","Bananeiras",2
"2015","10","Camalaú",2
"2015","10","Duas Estradas",2
"2015","10","Solânea",2
"2015","11","Bananeiras",2
"2015","11","Camalaú",2
"2015","11","Duas Estradas",2
"2015","11","Solânea",2
"2015","12","Bananeiras",2
"2015","12","Camalaú",2
"2015","12","Duas Estradas",2
"2015","12","Solânea",2
"2015","01","Aroeiras",1
"2015","01","Brejo dos Santos",1
"2015","01","Catingueira",1
"2015","01","Ibiara",1
"2015","01","Mãe d'Água",1
"2015","01","Manaíra",1
"2015","01","Riacho dos Cavalos",1
"2015","01","Sumé",1
"2015","02","Aroeiras",1
"2015","02","Brejo dos Santos",1
"2015","02","Catingueira",1
"2015","02","Ibiara",1
"2015","02","Mãe d'Água",1
"2015","02","Manaíra",1
"2015","02","Riacho dos Cavalos",1
"2015","02","Sumé",1
"2015","03","Aroeiras",1
"2015","03","Brejo dos Santos",1
"2015","03","Catingueira",1
"2015","03","Ibiara",1
"2015","03","Mãe d'Água",1
"2015","03","Manaíra",1
"2015","03","Riacho dos Cavalos",1
"2015","03","Sumé",1
"2015","04","Aroeiras",1
"2015","04","Brejo dos Santos",1
"2015","04","Catingueira",1
"2015","04","Cuité de Mamanguape",1
"2015","04","Ibiara",1
"2015","04","Mãe d'Água",1
"2015","04","Manaíra",1
"2015","04","Riacho dos Cavalos",1
"2015","04","Sumé",1
"2015","05","Aroeiras",1
"2015","05","Brejo dos Santos",1
"2015","05","Catingueira",1
"2015","05","Cuité de Mamanguape",1
"2015","05","Ibiara",1
"2015","05","Mãe d'Água",1
"2015","05","Manaíra",1
"2015","05","Riacho dos Cavalos",1
"2015","05","Sumé",1
"2015","06","Aroeiras",1
"2015","06","Brejo dos Santos",1
"2015","06","Catingueira",1
"2015","06","Cuité de Mamanguape",1
"2015","06","Ibiara",1
"2015","06","Mãe d'Água",1
"2015","06","Manaíra",1
"2015","06","Riacho dos Cavalos",1
"2015","06","Sumé",1
"2015","07","Aroeiras",1
"2015","07","Brejo dos Santos",1
"2015","07","Catingueira",1
"2015","07","Cuité de Mamanguape",1
"2015","07","Ibiara",1
"2015","07","Mãe d'Água",1
"2015","07","Manaíra",1
"2015","07","Riacho dos Cavalos",1
"2015","07","Sumé",1
