"ano","mes","cidade","quantidade.assessor"
"2010","12","Nazarezinho",2
"2010","12","Patos",2
"2010","12","Poço Dantas",2
"2010","12","Quixabá",2
"2010","12","Santo André",2
"2010","12","São Bento",2
"2010","12","São José do Bonfim",2
"2010","12","São José dos Cordeiros",2
"2010","01","Aparecida",1
"2010","01","Araçagi",1
"2010","01","Areia de Baraúnas",1
"2010","01","Aroeiras",1
"2010","01","Baraúna",1
"2010","01","Barra de Santa Rosa",1
"2010","01","Bom Sucesso",1
"2010","01","Boqueirão",1
"2010","01","Cacimba de Dentro",1
"2010","01","Camalaú",1
"2010","01","Caturité",1
"2010","01","Coremas",1
"2010","01","Duas Estradas",1
"2010","01","Emas",1
"2010","01","Gado Bravo",1
"2010","01","Itapororoca",1
"2010","01","João Pessoa",1
"2010","01","Lastro",1
"2010","01","Livramento",1
"2010","01","Mari",1
"2010","01","Marizópolis",1
"2010","01","Massaranduba",1
"2010","01","Monte Horebe",1
"2010","01","Nova Palmeira",1
"2010","01","Pilões",1
"2010","01","Riachão do Bacamarte",1
"2010","01","Riacho dos Cavalos",1
"2010","01","São Domingos do Cariri",1
"2010","01","São João do Tigre",1
"2010","01","São José da Lagoa Tapada",1
"2010","01","São José de Espinharas",1
"2010","01","Serra Branca",1
"2010","01","Serra Grande",1
"2010","01","Tacima",1
"2010","01","Triunfo",1
"2010","01","Zabelê",1
"2010","02","Aparecida",1
"2010","02","Araçagi",1
"2010","02","Areia de Baraúnas",1
"2010","02","Aroeiras",1
"2010","02","Bananeiras",1
"2010","02","Baraúna",1
"2010","02","Bom Sucesso",1
"2010","02","Boqueirão",1
"2010","02","Cacimba de Dentro",1
"2010","02","Camalaú",1
"2010","02","Caturité",1
"2010","02","Duas Estradas",1
"2010","02","Emas",1
"2010","02","Gado Bravo",1
"2010","02","João Pessoa",1
"2010","02","Lastro",1
"2010","02","Livramento",1
"2010","02","Mari",1
"2010","02","Marizópolis",1
"2010","02","Massaranduba",1
"2010","02","Nova Palmeira",1
"2010","02","Pilões",1
"2010","02","Riachão do Bacamarte",1
"2010","02","Riacho dos Cavalos",1
"2010","02","São Domingos do Cariri",1
"2010","02","São João do Tigre",1
"2010","02","São José da Lagoa Tapada",1
"2010","02","São José de Espinharas",1
"2010","02","Serra Branca",1
"2010","02","Serra Grande",1
"2010","02","Tacima",1
"2010","02","Taperoá",1
"2010","02","Triunfo",1
"2010","02","Zabelê",1
"2010","03","Alagoa Grande",1
"2010","03","Aparecida",1
"2010","03","Areia de Baraúnas",1
"2010","03","Aroeiras",1
"2010","03","Baraúna",1
"2010","03","Bom Sucesso",1
"2010","03","Boqueirão",1
"2010","03","Cacimba de Dentro",1
"2010","03","Camalaú",1
"2010","03","Caturité",1
"2010","03","Duas Estradas",1
"2010","03","Gado Bravo",1
"2010","03","João Pessoa",1
"2010","03","Joca Claudino",1
"2010","03","Lastro",1
"2010","03","Livramento",1
"2010","03","Lucena",1
"2010","03","Mari",1
"2010","03","Marizópolis",1
"2010","03","Massaranduba",1
"2010","03","Nova Palmeira",1
"2010","03","Pilões",1
"2010","03","Riachão do Bacamarte",1
"2010","03","Riacho dos Cavalos",1
"2010","03","São Domingos do Cariri",1
"2010","03","São João do Tigre",1
"2010","03","São José da Lagoa Tapada",1
"2010","03","São José de Espinharas",1
"2010","03","Serra Branca",1
"2010","03","Serra Grande",1
"2010","03","Tacima",1
"2010","03","Taperoá",1
"2010","03","Triunfo",1
"2010","03","Zabelê",1
"2010","04","Alagoa Grande",1
"2010","04","Aparecida",1
"2010","04","Areia de Baraúnas",1
"2010","04","Aroeiras",1
"2010","04","Baraúna",1
"2010","04","Bom Sucesso",1
"2010","04","Boqueirão",1
"2010","04","Cacimba de Dentro",1
"2010","04","Camalaú",1
"2010","04","Caturité",1
"2010","04","Duas Estradas",1
"2010","04","Gado Bravo",1
"2010","04","João Pessoa",1
"2010","04","Joca Claudino",1
"2010","04","Lastro",1
"2010","04","Livramento",1
"2010","04","Mari",1
"2010","04","Marizópolis",1
"2010","04","Nova Olinda",1
"2010","04","Nova Palmeira",1
"2010","04","Pilões",1
"2010","04","Riachão do Bacamarte",1
"2010","04","Riacho dos Cavalos",1
"2010","04","São Domingos do Cariri",1
"2010","04","São João do Tigre",1
"2010","04","São José da Lagoa Tapada",1
"2010","04","Serra Branca",1
"2010","04","Serra Grande",1
"2010","04","Tacima",1
"2010","04","Taperoá",1
"2010","04","Triunfo",1
"2010","04","Umbuzeiro",1
"2010","04","Zabelê",1
"2010","05","Alagoa Grande",1
"2010","05","Aparecida",1
"2010","05","Areia de Baraúnas",1
"2010","05","Aroeiras",1
"2010","05","Baraúna",1
"2010","05","Bom Sucesso",1
"2010","05","Boqueirão",1
"2010","05","Cacimba de Dentro",1
"2010","05","Camalaú",1
"2010","05","Caturité",1
"2010","05","Duas Estradas",1
"2010","05","Gado Bravo",1
"2010","05","Joca Claudino",1
"2010","05","Lastro",1
"2010","05","Livramento",1
"2010","05","Mari",1
"2010","05","Marizópolis",1
"2010","05","Nova Olinda",1
"2010","05","Nova Palmeira",1
"2010","05","Pilões",1
"2010","05","Riachão do Bacamarte",1
"2010","05","Riacho dos Cavalos",1
"2010","05","São Domingos do Cariri",1
"2010","05","São João do Tigre",1
"2010","05","São José da Lagoa Tapada",1
"2010","05","Serra Branca",1
"2010","05","Serra Grande",1
"2010","05","Tacima",1
"2010","05","Taperoá",1
"2010","05","Triunfo",1
"2010","05","Umbuzeiro",1
"2010","05","Zabelê",1
"2010","06","Alagoa Grande",1
"2010","06","Aparecida",1
"2010","06","Areia de Baraúnas",1
"2010","06","Aroeiras",1
"2010","06","Baraúna",1
"2010","06","Bom Sucesso",1
"2010","06","Boqueirão",1
"2010","06","Cacimba de Dentro",1
"2010","06","Camalaú",1
"2010","06","Caturité",1
"2010","06","Duas Estradas",1
"2010","06","Gado Bravo",1
"2010","06","Joca Claudino",1
"2010","06","Lastro",1
"2010","06","Livramento",1
"2010","06","Mari",1
"2010","06","Marizópolis",1
"2010","06","Matinhas",1
"2010","06","Nova Olinda",1
"2010","06","Nova Palmeira",1
"2010","06","Pilões",1
"2010","06","Riachão do Bacamarte",1
"2010","06","Riacho dos Cavalos",1
"2010","06","São Domingos do Cariri",1
"2010","06","São João do Tigre",1
"2010","06","São José da Lagoa Tapada",1
"2010","06","Serra Branca",1
"2010","06","Tacima",1
"2010","06","Taperoá",1
"2010","06","Triunfo",1
"2010","06","Umbuzeiro",1
"2010","06","Zabelê",1
"2010","07","Aguiar",1
"2010","07","Alagoa Grande",1
"2010","07","Aparecida",1
"2010","07","Areia de Baraúnas",1
"2010","07","Aroeiras",1
"2010","07","Baraúna",1
"2010","07","Bom Sucesso",1
"2010","07","Boqueirão",1
"2010","07","Cacimba de Dentro",1
"2010","07","Camalaú",1
"2010","07","Caturité",1
"2010","07","Duas Estradas",1
"2010","07","Gado Bravo",1
"2010","07","Joca Claudino",1
"2010","07","Lastro",1
"2010","07","Livramento",1
"2010","07","Mari",1
"2010","07","Marizópolis",1
"2010","07","Nova Olinda",1
"2010","07","Nova Palmeira",1
"2010","07","Pilões",1
"2010","07","Riachão do Bacamarte",1
"2010","07","Riacho dos Cavalos",1
"2010","07","São Domingos do Cariri",1
"2010","07","São João do Tigre",1
"2010","07","São José da Lagoa Tapada",1
"2010","07","Serra Branca",1
"2010","07","Serra Grande",1
"2010","07","Tacima",1
"2010","07","Taperoá",1
"2010","07","Triunfo",1
"2010","07","Umbuzeiro",1
"2010","07","Zabelê",1
"2010","08","Alagoa Grande",1
"2010","08","Aparecida",1
"2010","08","Areia de Baraúnas",1
"2010","08","Aroeiras",1
"2010","08","Baraúna",1
"2010","08","Barra de Santa Rosa",1
"2010","08","Bom Sucesso",1
"2010","08","Boqueirão",1
"2010","08","Cacimba de Dentro",1
"2010","08","Camalaú",1
"2010","08","Caturité",1
"2010","08","Duas Estradas",1
"2010","08","Joca Claudino",1
"2010","08","Lagoa",1
"2010","08","Lastro",1
"2010","08","Livramento",1
"2010","08","Mari",1
"2010","08","Marizópolis",1
"2010","08","Monte Horebe",1
"2010","08","Nova Olinda",1
"2010","08","Nova Palmeira",1
"2010","08","Pilões",1
"2010","08","Riachão do Bacamarte",1
"2010","08","Riacho dos Cavalos",1
"2010","08","São Domingos do Cariri",1
"2010","08","São João do Tigre",1
"2010","08","São José da Lagoa Tapada",1
"2010","08","Serra Branca",1
"2010","08","Serra Grande",1
"2010","08","Tacima",1
"2010","08","Taperoá",1
"2010","08","Triunfo",1
"2010","08","Umbuzeiro",1
"2010","08","Zabelê",1
"2010","09","Alagoa Grande",1
"2010","09","Aparecida",1
"2010","09","Areia de Baraúnas",1
"2010","09","Aroeiras",1
"2010","09","Baraúna",1
"2010","09","Barra de Santa Rosa",1
"2010","09","Bom Sucesso",1
"2010","09","Boqueirão",1
"2010","09","Cacimba de Dentro",1
"2010","09","Camalaú",1
"2010","09","Caturité",1
"2010","09","Duas Estradas",1
"2010","09","Joca Claudino",1
"2010","09","Lastro",1
"2010","09","Livramento",1
"2010","09","Mari",1
"2010","09","Monte Horebe",1
"2010","09","Nova Olinda",1
"2010","09","Nova Palmeira",1
"2010","09","Pilões",1
"2010","09","Riachão do Bacamarte",1
"2010","09","Riacho dos Cavalos",1
"2010","09","São Domingos do Cariri",1
"2010","09","São João do Tigre",1
"2010","09","São José da Lagoa Tapada",1
"2010","09","Serra Branca",1
"2010","09","Serra Grande",1
"2010","09","Tacima",1
"2010","09","Taperoá",1
"2010","09","Triunfo",1
"2010","09","Umbuzeiro",1
"2010","09","Zabelê",1
"2010","10","Alagoa Grande",1
"2010","10","Aparecida",1
"2010","10","Areia de Baraúnas",1
"2010","10","Aroeiras",1
"2010","10","Baraúna",1
"2010","10","Barra de Santa Rosa",1
"2010","10","Bom Sucesso",1
"2010","10","Boqueirão",1
"2010","10","Cacimba de Dentro",1
"2010","10","Camalaú",1
"2010","10","Caturité",1
"2010","10","Duas Estradas",1
"2010","10","Joca Claudino",1
"2010","10","Lastro",1
"2010","10","Livramento",1
"2010","10","Mari",1
"2010","10","Monte Horebe",1
"2010","10","Nova Olinda",1
"2010","10","Nova Palmeira",1
"2010","10","Pilões",1
"2010","10","Riachão do Bacamarte",1
"2010","10","Riacho dos Cavalos",1
"2010","10","São Domingos do Cariri",1
"2010","10","São João do Tigre",1
"2010","10","São José da Lagoa Tapada",1
"2010","10","Serra Branca",1
"2010","10","Serra Grande",1
"2010","10","Sobrado",1
"2010","10","Tacima",1
"2010","10","Taperoá",1
"2010","10","Triunfo",1
"2010","10","Umbuzeiro",1
"2010","10","Zabelê",1
"2010","11","Alagoa Grande",1
"2010","11","Aparecida",1
"2010","11","Areia de Baraúnas",1
"2010","11","Aroeiras",1
"2010","11","Baraúna",1
"2010","11","Barra de Santa Rosa",1
"2010","11","Bom Sucesso",1
"2010","11","Boqueirão",1
"2010","11","Cacimba de Dentro",1
"2010","11","Camalaú",1
"2010","11","Caturité",1
"2010","11","Coxixola",1
"2010","11","Duas Estradas",1
"2010","11","Joca Claudino",1
"2010","11","Lastro",1
"2010","11","Livramento",1
"2010","11","Mari",1
"2010","11","Nova Olinda",1
"2010","11","Nova Palmeira",1
"2010","11","Pilões",1
"2010","11","Riachão do Bacamarte",1
"2010","11","São Domingos do Cariri",1
"2010","11","São João do Tigre",1
"2010","11","São José da Lagoa Tapada",1
"2010","11","Serra Branca",1
"2010","11","Serra Grande",1
"2010","11","Sobrado",1
"2010","11","Tacima",1
"2010","11","Taperoá",1
"2010","11","Triunfo",1
"2010","11","Umbuzeiro",1
"2010","11","Zabelê",1
"2010","12","Aparecida",1
"2010","12","Areia de Baraúnas",1
"2010","12","Baraúna",1
"2010","12","Barra de Santa Rosa",1
"2010","12","Bom Sucesso",1
"2010","12","Boqueirão",1
"2010","12","Cacimba de Dentro",1
"2010","12","Camalaú",1
"2010","12","Caturité",1
"2010","12","Duas Estradas",1
"2010","12","Joca Claudino",1
"2010","12","Lastro",1
"2010","12","Mari",1
"2010","12","Matinhas",1
"2010","12","Nova Olinda",1
"2010","12","Nova Palmeira",1
"2010","12","Pilões",1
"2010","12","Remígio",1
"2010","12","Riachão do Bacamarte",1
"2010","12","Riacho dos Cavalos",1
"2010","12","São Domingos do Cariri",1
"2010","12","São João do Tigre",1
"2010","12","São José da Lagoa Tapada",1
"2010","12","Serra Branca",1
"2010","12","Serra Grande",1
"2010","12","Sobrado",1
"2010","12","Tacima",1
"2010","12","Taperoá",1
"2010","12","Triunfo",1
"2010","12","Umbuzeiro",1
"2010","12","Zabelê",1
"2011","02","João Pessoa",290
"2011","03","João Pessoa",289
"2011","04","João Pessoa",289
"2011","05","João Pessoa",289
"2011","06","João Pessoa",289
"2011","08","João Pessoa",289
"2011","09","João Pessoa",289
"2011","10","João Pessoa",289
"2011","11","João Pessoa",289
"2011","12","João Pessoa",289
"2011","07","João Pessoa",288
"2011","01","João Pessoa",286
"2011","12","Santa Rita",75
"2011","11","Santa Rita",74
"2011","10","Santa Rita",73
"2011","08","Santa Rita",70
"2011","09","Santa Rita",70
"2011","01","Santa Rita",69
"2011","02","Santa Rita",69
"2011","03","Santa Rita",69
"2011","04","Santa Rita",69
"2011","05","Santa Rita",69
"2011","06","Santa Rita",69
"2011","07","Santa Rita",69
"2011","07","Conde",46
"2011","08","Conde",46
"2011","09","Conde",46
"2011","10","Conde",46
"2011","11","Conde",46
"2011","12","Conde",46
"2011","06","Conde",45
"2011","03","Conde",43
"2011","04","Conde",43
"2011","05","Conde",43
"2011","02","Conde",40
"2011","01","Conde",35
"2011","01","Guarabira",32
"2011","02","Guarabira",32
"2011","03","Guarabira",32
"2011","04","Guarabira",32
"2011","05","Guarabira",32
"2011","06","Guarabira",32
"2011","07","Guarabira",32
"2011","08","Guarabira",32
"2011","09","Guarabira",32
"2011","10","Guarabira",32
"2011","11","Guarabira",32
"2011","12","Guarabira",32
"2011","01","Queimadas",27
"2011","02","Queimadas",27
"2011","03","Queimadas",27
"2011","04","Queimadas",27
"2011","05","Queimadas",27
"2011","06","Queimadas",27
"2011","07","Queimadas",27
"2011","08","Queimadas",27
"2011","09","Queimadas",27
"2011","10","Queimadas",27
"2011","11","Queimadas",27
"2011","12","Queimadas",27
"2011","01","Itabaiana",23
"2011","02","Itabaiana",23
"2011","03","Itabaiana",23
"2011","04","Itabaiana",23
"2011","05","Itabaiana",23
"2011","06","Itabaiana",23
"2011","07","Itabaiana",23
"2011","08","Itabaiana",23
"2011","09","Itabaiana",23
"2011","11","Itabaiana",23
"2011","10","Bayeux",22
"2011","10","Itabaiana",22
"2011","12","Mamanguape",22
"2011","11","Bayeux",21
"2011","12","Bayeux",20
"2011","12","Cabedelo",20
"2011","01","Bayeux",19
"2011","01","Monteiro",19
"2011","02","Bayeux",19
"2011","02","Monteiro",19
"2011","03","Bayeux",19
"2011","04","Bayeux",19
"2011","05","Bayeux",19
"2011","06","Bayeux",19
"2011","07","Bayeux",19
"2011","07","Monteiro",19
"2011","08","Bayeux",19
"2011","08","Monteiro",19
"2011","09","Bayeux",19
"2011","09","Monteiro",19
"2011","10","Monteiro",19
"2011","11","Monteiro",19
"2011","12","Monteiro",19
"2011","01","Cabedelo",18
"2011","02","Cabedelo",18
"2011","03","Cabedelo",18
"2011","03","Monteiro",18
"2011","04","Cabedelo",18
"2011","04","Monteiro",18
"2011","05","Cabedelo",18
"2011","05","Mamanguape",18
"2011","05","Monteiro",18
"2011","06","Cabedelo",18
"2011","06","Mamanguape",18
"2011","06","Monteiro",18
"2011","07","Cabedelo",18
"2011","08","Cabedelo",18
"2011","08","Jacaraú",18
"2011","09","Cabedelo",18
"2011","09","Jacaraú",18
"2011","09","Mamanguape",18
"2011","10","Cabedelo",18
"2011","10","Jacaraú",18
"2011","10","Mamanguape",18
"2011","11","Cabedelo",18
"2011","11","Jacaraú",18
"2011","11","Mamanguape",18
"2011","12","Jacaraú",18
"2011","01","Areia",17
"2011","01","Sapé",17
"2011","02","Areia",17
"2011","02","Sapé",17
"2011","03","Areia",17
"2011","03","Sapé",17
"2011","04","Areia",17
"2011","04","Sapé",17
"2011","05","Areia",17
"2011","05","Sapé",17
"2011","06","Areia",17
"2011","06","Sapé",17
"2011","07","Areia",17
"2011","07","Mamanguape",17
"2011","07","Sapé",17
"2011","08","Areia",17
"2011","08","Mamanguape",17
"2011","08","Sapé",17
"2011","09","Areia",17
"2011","09","Sapé",17
"2011","10","Areia",17
"2011","10","Sapé",17
"2011","11","Areia",17
"2011","11","Sapé",17
"2011","12","Sapé",17
"2011","01","Pedras de Fogo",16
"2011","02","Pedras de Fogo",16
"2011","03","Pedras de Fogo",16
"2011","04","Mamanguape",16
"2011","04","Pedras de Fogo",16
"2011","05","Pedras de Fogo",16
"2011","06","Pedras de Fogo",16
"2011","07","Pedras de Fogo",16
"2011","08","Pedras de Fogo",16
"2011","09","Pedras de Fogo",16
"2011","10","Pedras de Fogo",16
"2011","11","Pedras de Fogo",16
"2011","12","Pedras de Fogo",16
"2011","01","Mamanguape",15
"2011","02","Mamanguape",15
"2011","03","Mamanguape",15
"2011","06","Jacaraú",15
"2011","07","Jacaraú",15
"2011","01","Campina Grande",14
"2011","01","Jacaraú",14
"2011","02","Campina Grande",14
"2011","02","Jacaraú",14
"2011","03","Campina Grande",14
"2011","03","Jacaraú",14
"2011","04","Campina Grande",14
"2011","04","Jacaraú",14
"2011","05","Campina Grande",14
"2011","05","Jacaraú",14
"2011","06","Campina Grande",14
"2011","07","Campina Grande",14
"2011","08","Campina Grande",13
"2011","09","Campina Grande",13
"2011","10","Campina Grande",13
"2011","11","Campina Grande",13
"2011","12","Itabaiana",13
"2011","01","Belém",12
"2011","01","Catolé do Rocha",12
"2011","02","Belém",12
"2011","02","Catolé do Rocha",12
"2011","03","Belém",12
"2011","03","Catolé do Rocha",12
"2011","04","Belém",12
"2011","04","Catolé do Rocha",12
"2011","05","Belém",12
"2011","05","Catolé do Rocha",12
"2011","06","Belém",12
"2011","06","Catolé do Rocha",12
"2011","07","Belém",12
"2011","07","Catolé do Rocha",12
"2011","08","Belém",12
"2011","08","Catolé do Rocha",12
"2011","09","Belém",12
"2011","09","Catolé do Rocha",12
"2011","10","Belém",12
"2011","10","Catolé do Rocha",12
"2011","11","Belém",12
"2011","11","Catolé do Rocha",12
"2011","12","Belém",12
"2011","12","Catolé do Rocha",12
"2011","12","Mataraca",12
"2011","12","Rio Tinto",12
"2011","01","Alhandra",11
"2011","01","Boa Vista",11
"2011","01","Juazeirinho",11
"2011","01","Princesa Isabel",11
"2011","01","Rio Tinto",11
"2011","02","Alhandra",11
"2011","02","Boa Vista",11
"2011","02","Rio Tinto",11
"2011","03","Alhandra",11
"2011","03","Boa Vista",11
"2011","03","Juazeirinho",11
"2011","03","Princesa Isabel",11
"2011","03","Rio Tinto",11
"2011","04","Alhandra",11
"2011","04","Boa Vista",11
"2011","04","Juazeirinho",11
"2011","04","Princesa Isabel",11
"2011","04","Rio Tinto",11
"2011","05","Alhandra",11
"2011","05","Boa Vista",11
"2011","05","Juazeirinho",11
"2011","05","Princesa Isabel",11
"2011","05","Rio Tinto",11
"2011","06","Alhandra",11
"2011","06","Boa Vista",11
"2011","06","Cajazeiras",11
"2011","06","Esperança",11
"2011","06","Juazeirinho",11
"2011","06","Princesa Isabel",11
"2011","06","Rio Tinto",11
"2011","07","Alhandra",11
"2011","07","Boa Vista",11
"2011","07","Cajazeiras",11
"2011","07","Juazeirinho",11
"2011","07","Princesa Isabel",11
"2011","07","Rio Tinto",11
"2011","08","Alhandra",11
"2011","08","Boa Vista",11
"2011","08","Cajazeiras",11
"2011","08","Princesa Isabel",11
"2011","08","Rio Tinto",11
"2011","09","Alhandra",11
"2011","09","Boa Vista",11
"2011","09","Cajazeiras",11
"2011","09","Princesa Isabel",11
"2011","09","Rio Tinto",11
"2011","10","Alhandra",11
"2011","10","Boa Vista",11
"2011","10","Cajazeiras",11
"2011","10","Princesa Isabel",11
"2011","10","Rio Tinto",11
"2011","11","Alhandra",11
"2011","11","Boa Vista",11
"2011","11","Cajazeiras",11
"2011","11","Princesa Isabel",11
"2011","11","Rio Tinto",11
"2011","12","Boa Vista",11
"2011","12","Cajazeiras",11
"2011","12","Itaporanga",11
"2011","12","Juazeirinho",11
"2011","12","Princesa Isabel",11
"2011","12","Teixeira",11
"2011","01","Cajazeiras",10
"2011","01","Mulungu",10
"2011","01","São José de Piranhas",10
"2011","02","Cajazeiras",10
"2011","02","Mulungu",10
"2011","03","Cajazeiras",10
"2011","03","Esperança",10
"2011","03","Mulungu",10
"2011","03","São José de Piranhas",10
"2011","04","Cajazeiras",10
"2011","04","Esperança",10
"2011","04","Mulungu",10
"2011","04","São José de Piranhas",10
"2011","05","Caaporã",10
"2011","05","Cajazeiras",10
"2011","05","Esperança",10
"2011","05","Mulungu",10
"2011","05","São José de Piranhas",10
"2011","06","Caaporã",10
"2011","06","Mulungu",10
"2011","06","São José de Piranhas",10
"2011","07","Caaporã",10
"2011","07","Esperança",10
"2011","07","Mulungu",10
"2011","07","São José de Piranhas",10
"2011","08","Caaporã",10
"2011","08","Esperança",10
"2011","08","Juazeirinho",10
"2011","08","Mulungu",10
"2011","08","São José de Piranhas",10
"2011","09","Caaporã",10
"2011","09","Esperança",10
"2011","09","Mulungu",10
"2011","09","São José de Piranhas",10
"2011","10","Esperança",10
"2011","10","Mulungu",10
"2011","10","São José de Piranhas",10
"2011","11","Esperança",10
"2011","11","Juazeirinho",10
"2011","11","Mulungu",10
"2011","11","São José de Piranhas",10
"2011","12","Desterro",10
"2011","12","Esperança",10
"2011","12","Mulungu",10
"2011","12","São José de Piranhas",10
"2011","01","Araruna",9
"2011","01","Cruz do Espírito Santo",9
"2011","01","Desterro",9
"2011","01","Esperança",9
"2011","01","Juarez Távora",9
"2011","01","Mataraca",9
"2011","01","Serraria",9
"2011","02","Araruna",9
"2011","02","Cruz do Espírito Santo",9
"2011","02","Desterro",9
"2011","02","Esperança",9
"2011","02","Mataraca",9
"2011","02","São José de Piranhas",9
"2011","02","Teixeira",9
"2011","03","Araruna",9
"2011","03","Cruz do Espírito Santo",9
"2011","03","Desterro",9
"2011","03","Mataraca",9
"2011","03","Nova Olinda",9
"2011","03","Teixeira",9
"2011","04","Araruna",9
"2011","04","Caaporã",9
"2011","04","Cruz do Espírito Santo",9
"2011","04","Desterro",9
"2011","04","Mataraca",9
"2011","04","Nova Olinda",9
"2011","04","Teixeira",9
"2011","05","Araruna",9
"2011","05","Cruz do Espírito Santo",9
"2011","05","Desterro",9
"2011","05","Mataraca",9
"2011","05","Nova Olinda",9
"2011","05","Teixeira",9
"2011","06","Araruna",9
"2011","06","Cruz do Espírito Santo",9
"2011","06","Desterro",9
"2011","06","Mataraca",9
"2011","06","Nova Olinda",9
"2011","06","Teixeira",9
"2011","07","Araruna",9
"2011","07","Cruz do Espírito Santo",9
"2011","07","Desterro",9
"2011","07","Nova Olinda",9
"2011","07","Teixeira",9
"2011","08","Araruna",9
"2011","08","Cruz do Espírito Santo",9
"2011","08","Desterro",9
"2011","08","Itaporanga",9
"2011","08","Mataraca",9
"2011","08","Nova Olinda",9
"2011","08","Teixeira",9
"2011","09","Araruna",9
"2011","09","Cruz do Espírito Santo",9
"2011","09","Desterro",9
"2011","09","Itaporanga",9
"2011","09","Mataraca",9
"2011","09","Nova Olinda",9
"2011","09","Teixeira",9
"2011","10","Araruna",9
"2011","10","Caaporã",9
"2011","10","Cruz do Espírito Santo",9
"2011","10","Desterro",9
"2011","10","Itaporanga",9
"2011","10","Juazeirinho",9
"2011","10","Mataraca",9
"2011","10","Nova Olinda",9
"2011","10","Teixeira",9
"2011","11","Araruna",9
"2011","11","Cruz do Espírito Santo",9
"2011","11","Desterro",9
"2011","11","Itaporanga",9
"2011","11","Mataraca",9
"2011","11","Nova Olinda",9
"2011","11","Teixeira",9
"2011","12","Araruna",9
"2011","12","Cruz do Espírito Santo",9
"2011","12","Nova Olinda",9
"2011","01","Caaporã",8
"2011","01","Serra da Raiz",8
"2011","02","Caaporã",8
"2011","02","Nova Olinda",8
"2011","02","São João do Rio do Peixe",8
"2011","02","Serra da Raiz",8
"2011","03","Araçagi",8
"2011","03","Caaporã",8
"2011","03","Serra da Raiz",8
"2011","04","Araçagi",8
"2011","04","Serra da Raiz",8
"2011","05","Araçagi",8
"2011","05","Serra da Raiz",8
"2011","06","Araçagi",8
"2011","06","Serra da Raiz",8
"2011","07","Mataraca",8
"2011","07","Pombal",8
"2011","07","Serra da Raiz",8
"2011","08","Serra da Raiz",8
"2011","09","Juazeirinho",8
"2011","09","Serra da Raiz",8
"2011","10","Serra da Raiz",8
"2011","11","Serra da Raiz",8
"2011","12","Lagoa Seca",8
"2011","12","Serra da Raiz",8
"2011","02","Pombal",7
"2011","03","Pombal",7
"2011","03","São João do Rio do Peixe",7
"2011","04","Pombal",7
"2011","04","São João do Rio do Peixe",7
"2011","05","Pombal",7
"2011","05","São João do Rio do Peixe",7
"2011","06","Lagoa Seca",7
"2011","06","Pombal",7
"2011","06","São João do Rio do Peixe",7
"2011","07","Araçagi",7
"2011","07","São João do Rio do Peixe",7
"2011","08","São João do Rio do Peixe",7
"2011","09","Araçagi",7
"2011","09","São João do Rio do Peixe",7
"2011","10","Araçagi",7
"2011","10","Maturéia",7
"2011","10","Pombal",7
"2011","10","São João do Rio do Peixe",7
"2011","10","Solânea",7
"2011","11","Araçagi",7
"2011","11","Maturéia",7
"2011","11","Pombal",7
"2011","11","São João do Rio do Peixe",7
"2011","12","Maturéia",7
"2011","01","Arara",6
"2011","01","Ingá",6
"2011","01","Juru",6
"2011","01","Maturéia",6
"2011","01","Pombal",6
"2011","01","São João do Rio do Peixe",6
"2011","02","Arara",6
"2011","02","Lagoa Seca",6
"2011","02","Maturéia",6
"2011","02","Pedro Régis",6
"2011","03","Arara",6
"2011","03","Juru",6
"2011","03","Lagoa Seca",6
"2011","03","Maturéia",6
"2011","03","Pedro Régis",6
"2011","04","Arara",6
"2011","04","Ingá",6
"2011","04","Itaporanga",6
"2011","04","Juru",6
"2011","04","Lagoa Seca",6
"2011","04","Maturéia",6
"2011","04","Pedro Régis",6
"2011","05","Arara",6
"2011","05","Ingá",6
"2011","05","Itaporanga",6
"2011","05","Juru",6
"2011","05","Lagoa Seca",6
"2011","05","Maturéia",6
"2011","05","Pedro Régis",6
"2011","06","Arara",6
"2011","06","Ingá",6
"2011","06","Itaporanga",6
"2011","06","Juru",6
"2011","06","Logradouro",6
"2011","06","Maturéia",6
"2011","06","Pedro Régis",6
"2011","07","Arara",6
"2011","07","Gurinhém",6
"2011","07","Ingá",6
"2011","07","Itaporanga",6
"2011","07","Juru",6
"2011","07","Maturéia",6
"2011","07","Serraria",6
"2011","08","Arara",6
"2011","08","Gurinhém",6
"2011","08","Ingá",6
"2011","08","Juru",6
"2011","08","Maturéia",6
"2011","08","Pombal",6
"2011","08","Serraria",6
"2011","09","Arara",6
"2011","09","Gurinhém",6
"2011","09","Ingá",6
"2011","09","Juru",6
"2011","09","Maturéia",6
"2011","09","Pombal",6
"2011","09","Serraria",6
"2011","10","Arara",6
"2011","10","Gurinhém",6
"2011","10","Ingá",6
"2011","10","Juru",6
"2011","10","Sertãozinho",6
"2011","11","Arara",6
"2011","11","Gurinhém",6
"2011","11","Ingá",6
"2011","11","Juru",6
"2011","12","Arara",6
"2011","12","Gurinhém",6
"2011","12","Ingá",6
"2011","12","Juru",6
"2011","12","São João do Rio do Peixe",6
"2011","12","São Miguel de Taipu",6
"2011","01","Gurinhém",5
"2011","01","Juripiranga",5
"2011","01","Logradouro",5
"2011","01","Patos",5
"2011","01","Pedro Régis",5
"2011","01","Pilõezinhos",5
"2011","01","São José de Princesa",5
