"ano","mes","cidade","quantidade.assessor"
"2009","02","Pedras de Fogo",20
"2009","03","Pedras de Fogo",20
"2009","04","Pedras de Fogo",20
"2009","05","Pedras de Fogo",20
"2009","06","Pedras de Fogo",20
"2009","07","Pedras de Fogo",20
"2009","08","Pedras de Fogo",20
"2009","09","Pedras de Fogo",20
"2009","10","Pedras de Fogo",20
"2009","11","Pedras de Fogo",20
"2009","12","Pedras de Fogo",20
"2009","01","Pedras de Fogo",19
"2009","02","Queimadas",19
"2009","07","Jacaraú",19
"2009","08","Jacaraú",19
"2009","11","Bayeux",19
"2009","01","Queimadas",18
"2009","03","Mamanguape",18
"2009","03","Queimadas",18
"2009","04","Mamanguape",18
"2009","04","Queimadas",18
"2009","05","Mamanguape",18
"2009","06","Belém",18
"2009","06","Mamanguape",18
"2009","07","Belém",18
"2009","07","Mamanguape",18
"2009","08","Belém",18
"2009","08","Mamanguape",18
"2009","09","Belém",18
"2009","09","Itabaiana",18
"2009","09","Mamanguape",18
"2009","10","Belém",18
"2009","10","Mamanguape",18
"2009","11","Belém",18
"2009","11","Mamanguape",18
"2009","12","Areia",18
"2009","12","Belém",18
"2009","12","Mamanguape",18
"2009","01","Belém",17
"2009","02","Belém",17
"2009","03","Belém",17
"2009","04","Belém",17
"2009","04","Jacaraú",17
"2009","04","Monteiro",17
"2009","05","Areia",17
"2009","05","Belém",17
"2009","05","Jacaraú",17
"2009","05","Monteiro",17
"2009","06","Areia",17
"2009","06","Jacaraú",17
"2009","06","Monteiro",17
"2009","07","Areia",17
"2009","07","Monteiro",17
"2009","08","Areia",17
"2009","08","Itabaiana",17
"2009","09","Areia",17
"2009","09","Jacaraú",17
"2009","10","Areia",17
"2009","10","Jacaraú",17
"2009","11","Areia",17
"2009","11","Jacaraú",17
"2009","01","Monteiro",16
"2009","02","Mamanguape",16
"2009","02","Monteiro",16
"2009","03","Jacaraú",16
"2009","03","Monteiro",16
"2009","04","Itabaiana",16
"2009","05","Itabaiana",16
"2009","06","Itabaiana",16
"2009","07","Ingá",16
"2009","07","Itabaiana",16
"2009","08","Monteiro",16
"2009","09","Monteiro",16
"2009","10","Monteiro",16
"2009","11","Monteiro",16
"2009","12","Bayeux",16
"2009","12","Monteiro",16
"2009","01","Campina Grande",15
"2009","02","Campina Grande",15
"2009","02","Jacaraú",15
"2009","03","Campina Grande",15
"2009","04","Campina Grande",15
"2009","05","Campina Grande",15
"2009","06","Campina Grande",15
"2009","07","Campina Grande",15
"2009","08","Campina Grande",15
"2009","09","Campina Grande",15
"2009","10","Campina Grande",15
"2009","10","Pombal",15
"2009","11","Campina Grande",15
"2009","11","Pombal",15
"2009","12","Campina Grande",15
"2009","12","Pombal",15
"2009","12","Princesa Isabel",15
"2009","02","Princesa Isabel",14
"2009","03","Princesa Isabel",14
"2009","04","Princesa Isabel",14
"2009","05","Princesa Isabel",14
"2009","06","Princesa Isabel",14
"2009","07","Princesa Isabel",14
"2009","08","Princesa Isabel",14
"2009","09","Princesa Isabel",14
"2009","10","Princesa Isabel",14
"2009","11","Princesa Isabel",14
"2009","01","Jacaraú",13
"2009","01","Juarez Távora",13
"2009","01","Mamanguape",13
"2009","01","Princesa Isabel",13
"2009","01","Solânea",13
"2009","02","Solânea",13
"2009","03","Mulungu",13
"2009","03","Solânea",13
"2009","04","Mulungu",13
"2009","04","Solânea",13
"2009","05","Solânea",13
"2009","06","Solânea",13
"2009","07","Mulungu",13
"2009","07","Solânea",13
"2009","08","Mulungu",13
"2009","08","Pombal",13
"2009","08","Solânea",13
"2009","09","Mulungu",13
"2009","09","Solânea",13
"2009","10","Mulungu",13
"2009","10","Solânea",13
"2009","11","Mulungu",13
"2009","11","Solânea",13
"2009","12","Mulungu",13
"2009","12","Solânea",13
"2009","01","São João do Rio do Peixe",12
"2009","02","Juarez Távora",12
"2009","02","São João do Rio do Peixe",12
"2009","03","Ingá",12
"2009","03","Juarez Távora",12
"2009","03","São João do Rio do Peixe",12
"2009","04","Ingá",12
"2009","04","São João do Rio do Peixe",12
"2009","05","Ingá",12
"2009","06","Ingá",12
"2009","09","Ingá",12
"2009","10","Ingá",12
"2009","12","Juripiranga",12
"2009","01","Boa Vista",11
"2009","01","São José de Piranhas",11
"2009","02","Bananeiras",11
"2009","02","Boa Vista",11
"2009","02","São José de Piranhas",11
"2009","03","Bananeiras",11
"2009","03","Boa Vista",11
"2009","03","Juazeirinho",11
"2009","03","São José de Piranhas",11
"2009","03","Serraria",11
"2009","04","Bananeiras",11
"2009","04","Boa Vista",11
"2009","04","Juazeirinho",11
"2009","04","São José de Piranhas",11
"2009","05","Boa Vista",11
"2009","05","Juazeirinho",11
"2009","05","São José de Piranhas",11
"2009","06","Boa Vista",11
"2009","06","Juazeirinho",11
"2009","06","São José de Piranhas",11
"2009","07","Boa Vista",11
"2009","07","Coremas",11
"2009","07","Juazeirinho",11
"2009","07","São José de Piranhas",11
"2009","08","Boa Vista",11
"2009","08","Coremas",11
"2009","08","Ingá",11
"2009","08","Juazeirinho",11
"2009","08","São José de Piranhas",11
"2009","09","Boa Vista",11
"2009","09","Coremas",11
"2009","09","Juazeirinho",11
"2009","09","Rio Tinto",11
"2009","09","São José de Piranhas",11
"2009","10","Boa Vista",11
"2009","10","Coremas",11
"2009","10","Juazeirinho",11
"2009","10","Rio Tinto",11
"2009","10","São José de Piranhas",11
"2009","11","Boa Vista",11
"2009","11","Coremas",11
"2009","11","Juazeirinho",11
"2009","11","Rio Tinto",11
"2009","11","São José de Piranhas",11
"2009","12","Boa Vista",11
"2009","12","Coremas",11
"2009","12","Juazeirinho",11
"2009","12","Rio Tinto",11
"2009","12","São José de Piranhas",11
"2009","12","Serraria",11
"2009","01","Alhandra",10
"2009","01","Coremas",10
"2009","01","Cruz do Espírito Santo",10
"2009","01","Matinhas",10
"2009","01","Nova Olinda",10
"2009","01","Serraria",10
"2009","02","Alhandra",10
"2009","02","Coremas",10
"2009","02","Cruz do Espírito Santo",10
"2009","02","Juazeirinho",10
"2009","02","Nova Olinda",10
"2009","02","Serraria",10
"2009","02","Teixeira",10
"2009","03","Alhandra",10
"2009","03","Coremas",10
"2009","03","Cruz do Espírito Santo",10
"2009","03","Mataraca",10
"2009","03","Nova Olinda",10
"2009","03","Teixeira",10
"2009","04","Alhandra",10
"2009","04","Coremas",10
"2009","04","Cruz do Espírito Santo",10
"2009","04","Nova Olinda",10
"2009","04","Serraria",10
"2009","04","Teixeira",10
"2009","05","Alhandra",10
"2009","05","Bananeiras",10
"2009","05","Catolé do Rocha",10
"2009","05","Coremas",10
"2009","05","Cruz do Espírito Santo",10
"2009","05","Nova Olinda",10
"2009","05","Serraria",10
"2009","05","Teixeira",10
"2009","06","Alhandra",10
"2009","06","Bananeiras",10
"2009","06","Coremas",10
"2009","06","Cruz do Espírito Santo",10
"2009","06","Nova Olinda",10
"2009","06","Riachão",10
"2009","06","Serraria",10
"2009","06","Teixeira",10
"2009","07","Alhandra",10
"2009","07","Bananeiras",10
"2009","07","Cruz do Espírito Santo",10
"2009","07","Nova Olinda",10
"2009","07","Serraria",10
"2009","07","Teixeira",10
"2009","08","Alhandra",10
"2009","08","Bananeiras",10
"2009","08","Cruz do Espírito Santo",10
"2009","08","Nova Olinda",10
"2009","08","Serraria",10
"2009","09","Alhandra",10
"2009","09","Bananeiras",10
"2009","09","Cruz do Espírito Santo",10
"2009","09","Nova Olinda",10
"2009","09","Teixeira",10
"2009","10","Alhandra",10
"2009","10","Bananeiras",10
"2009","10","Cruz do Espírito Santo",10
"2009","10","Itaporanga",10
"2009","10","Nova Olinda",10
"2009","10","Teixeira",10
"2009","11","Alhandra",10
"2009","11","Cruz do Espírito Santo",10
"2009","11","Itaporanga",10
"2009","11","Nova Olinda",10
"2009","12","Alhandra",10
"2009","12","Cruz do Espírito Santo",10
"2009","12","Itaporanga",10
"2009","12","Nova Olinda",10
"2009","12","Teixeira",10
"2009","01","Araruna",9
"2009","01","Catolé do Rocha",9
"2009","01","Desterro",9
"2009","01","Juripiranga",9
"2009","01","Mataraca",9
"2009","01","Riachão",9
"2009","01","Serra da Raiz",9
"2009","02","Araruna",9
"2009","02","Catolé do Rocha",9
"2009","02","Desterro",9
"2009","02","Juripiranga",9
"2009","02","Mataraca",9
"2009","02","Matinhas",9
"2009","02","Riachão",9
"2009","02","Rio Tinto",9
"2009","02","Serra da Raiz",9
"2009","03","Catolé do Rocha",9
"2009","03","Desterro",9
"2009","03","Esperança",9
"2009","03","Juripiranga",9
"2009","03","Matinhas",9
"2009","03","Riachão",9
"2009","03","Riachão do Bacamarte",9
"2009","03","Rio Tinto",9
"2009","04","Araruna",9
"2009","04","Catolé do Rocha",9
"2009","04","Desterro",9
"2009","04","Esperança",9
"2009","04","Juripiranga",9
"2009","04","Mataraca",9
"2009","04","Matinhas",9
"2009","04","Riachão",9
"2009","04","Riachão do Bacamarte",9
"2009","04","Rio Tinto",9
"2009","05","Araruna",9
"2009","05","Desterro",9
"2009","05","Esperança",9
"2009","05","Juripiranga",9
"2009","05","Mataraca",9
"2009","05","Matinhas",9
"2009","05","Riachão",9
"2009","05","Riachão do Bacamarte",9
"2009","05","Rio Tinto",9
"2009","06","Araruna",9
"2009","06","Catolé do Rocha",9
"2009","06","Desterro",9
"2009","06","Esperança",9
"2009","06","Juripiranga",9
"2009","06","Mataraca",9
"2009","06","Matinhas",9
"2009","06","Riachão do Bacamarte",9
"2009","06","Rio Tinto",9
"2009","07","Araruna",9
"2009","07","Catolé do Rocha",9
"2009","07","Desterro",9
"2009","07","Esperança",9
"2009","07","Juripiranga",9
"2009","07","Mataraca",9
"2009","07","Matinhas",9
"2009","07","Riachão",9
"2009","07","Riachão do Bacamarte",9
"2009","07","Rio Tinto",9
"2009","08","Araruna",9
"2009","08","Desterro",9
"2009","08","Esperança",9
"2009","08","Juripiranga",9
"2009","08","Mataraca",9
"2009","08","Matinhas",9
"2009","08","Pitimbu",9
"2009","08","Riachão",9
"2009","08","Riachão do Bacamarte",9
"2009","08","Rio Tinto",9
"2009","08","Teixeira",9
"2009","09","Araruna",9
"2009","09","Desterro",9
"2009","09","Esperança",9
"2009","09","Juripiranga",9
"2009","09","Mataraca",9
"2009","09","Matinhas",9
"2009","09","Riachão",9
"2009","09","Riachão do Bacamarte",9
"2009","09","Serraria",9
"2009","10","Araruna",9
"2009","10","Catolé do Rocha",9
"2009","10","Desterro",9
"2009","10","Esperança",9
"2009","10","Juripiranga",9
"2009","10","Mataraca",9
"2009","10","Matinhas",9
"2009","10","Riachão",9
"2009","10","Riachão do Bacamarte",9
"2009","10","Serraria",9
"2009","11","Araruna",9
"2009","11","Catolé do Rocha",9
"2009","11","Desterro",9
"2009","11","Esperança",9
"2009","11","Juripiranga",9
"2009","11","Mataraca",9
"2009","11","Matinhas",9
"2009","11","Riachão",9
"2009","11","Riachão do Bacamarte",9
"2009","12","Araruna",9
"2009","12","Catolé do Rocha",9
"2009","12","Desterro",9
"2009","12","Esperança",9
"2009","12","Mataraca",9
"2009","12","Riachão",9
"2009","01","Pitimbu",8
"2009","01","Riachão do Bacamarte",8
"2009","01","Rio Tinto",8
"2009","02","Pitimbu",8
"2009","02","Riachão do Bacamarte",8
"2009","03","Araruna",8
"2009","03","Pitimbu",8
"2009","03","Serra da Raiz",8
"2009","04","Juarez Távora",8
"2009","04","Pitimbu",8
"2009","04","Serra da Raiz",8
"2009","05","Juarez Távora",8
"2009","05","Pitimbu",8
"2009","05","Serra da Raiz",8
"2009","06","Juarez Távora",8
"2009","06","Pitimbu",8
"2009","06","Serra da Raiz",8
"2009","07","Juarez Távora",8
"2009","07","Pitimbu",8
"2009","07","Serra da Raiz",8
"2009","08","Catolé do Rocha",8
"2009","08","Juarez Távora",8
"2009","08","Serra da Raiz",8
"2009","09","Catolé do Rocha",8
"2009","09","Juarez Távora",8
"2009","09","Serra da Raiz",8
"2009","10","Juarez Távora",8
"2009","10","Pitimbu",8
"2009","10","Serra da Raiz",8
"2009","11","Pitimbu",8
"2009","11","Serra da Raiz",8
"2009","11","Serraria",8
"2009","12","Alagoa Grande",8
"2009","12","Pitimbu",8
"2009","12","Serra da Raiz",8
"2009","01","Areia",7
"2009","01","Cajazeiras",7
"2009","02","Areia",7
"2009","02","Pombal",7
"2009","03","Areia",7
"2009","03","Pombal",7
"2009","04","Areia",7
"2009","04","Pombal",7
"2009","05","Cajazeiras",7
"2009","05","Pombal",7
"2009","06","Cajazeiras",7
"2009","06","Pombal",7
"2009","07","Pombal",7
"2009","09","Cajazeiras",7
"2009","09","Itaporanga",7
"2009","09","Pombal",7
"2009","10","Cajazeiras",7
"2009","11","Cajazeiras",7
"2009","12","Cajazeiras",7
"2009","01","Arara",6
"2009","01","Ingá",6
"2009","01","Juru",6
"2009","01","Maturéia",6
"2009","01","Pedro Régis",6
"2009","01","Sertãozinho",6
"2009","02","Cajazeiras",6
"2009","02","Ingá",6
"2009","02","Juru",6
"2009","02","Lagoa de Dentro",6
"2009","02","Maturéia",6
"2009","02","Mulungu",6
"2009","02","Pedro Régis",6
"2009","02","Sertãozinho",6
"2009","03","Cajazeiras",6
"2009","03","Juru",6
"2009","03","Maturéia",6
"2009","03","Pedro Régis",6
"2009","03","Sertãozinho",6
"2009","04","Araçagi",6
"2009","04","Cajazeiras",6
"2009","04","Cuitegi",6
"2009","04","Juru",6
"2009","04","Maturéia",6
"2009","04","Pedro Régis",6
"2009","04","Sertãozinho",6
"2009","05","Cuitegi",6
"2009","05","Juru",6
"2009","05","Maturéia",6
"2009","05","Pedro Régis",6
"2009","05","Sertãozinho",6
"2009","06","Cuitegi",6
"2009","06","Juru",6
"2009","06","Maturéia",6
"2009","06","Pedro Régis",6
"2009","06","São João do Rio do Peixe",6
"2009","06","Sertãozinho",6
"2009","07","Cajazeiras",6
"2009","07","Cuitegi",6
"2009","07","Itaporanga",6
"2009","07","Juru",6
"2009","07","Maturéia",6
"2009","07","Pedro Régis",6
"2009","07","Sertãozinho",6
"2009","08","Cajazeiras",6
"2009","08","Cuitegi",6
"2009","08","Juru",6
"2009","08","Maturéia",6
"2009","08","Pedro Régis",6
"2009","08","Sertãozinho",6
"2009","09","Borborema",6
"2009","09","Cuitegi",6
"2009","09","Juru",6
"2009","09","Maturéia",6
"2009","09","Pedro Régis",6
"2009","09","Sertãozinho",6
"2009","10","Borborema",6
"2009","10","Cuitegi",6
"2009","10","Juru",6
"2009","10","Maturéia",6
"2009","10","Pedro Régis",6
"2009","10","Sertãozinho",6
"2009","11","Borborema",6
"2009","11","Cuitegi",6
"2009","11","Juarez Távora",6
"2009","11","Juru",6
"2009","11","Maturéia",6
"2009","11","Pedro Régis",6
"2009","11","Sertãozinho",6
"2009","12","Borborema",6
"2009","12","Juarez Távora",6
"2009","12","Juru",6
"2009","12","Maturéia",6
"2009","12","Pedro Régis",6
"2009","12","Sertãozinho",6
"2009","01","Diamante",5
"2009","01","Lagoa de Dentro",5
"2009","01","Logradouro",5
"2009","01","Pombal",5
"2009","01","Santa Cecília",5
"2009","01","São João do Cariri",5
"2009","01","São Miguel de Taipu",5
"2009","02","Cuitegi",5
"2009","02","Diamante",5
"2009","02","Logradouro",5
"2009","02","Santa Cecília",5
"2009","02","São João do Cariri",5
"2009","02","São Miguel de Taipu",5
"2009","03","Araçagi",5
"2009","03","Cuitegi",5
"2009","03","Diamante",5
"2009","03","Logradouro",5
"2009","03","São João do Cariri",5
"2009","03","São Miguel de Taipu",5
"2009","04","Diamante",5
"2009","04","Logradouro",5
"2009","04","Santa Cecília",5
"2009","04","São João do Cariri",5
"2009","04","São Miguel de Taipu",5
"2009","05","Arara",5
"2009","05","Diamante",5
"2009","05","Logradouro",5
"2009","05","Mulungu",5
"2009","05","Santa Cecília",5
"2009","05","São João do Cariri",5
"2009","05","São Miguel de Taipu",5
"2009","06","Araçagi",5
"2009","06","Arara",5
"2009","06","Borborema",5
"2009","06","Diamante",5
"2009","06","Itaporanga",5
"2009","06","Logradouro",5
"2009","06","Mulungu",5
"2009","06","Santa Cecília",5
"2009","06","São João do Cariri",5
"2009","06","São Miguel de Taipu",5
"2009","07","Araçagi",5
"2009","07","Arara",5
"2009","07","Logradouro",5
"2009","07","Santa Cecília",5
"2009","07","São João do Cariri",5
"2009","07","São João do Rio do Peixe",5
"2009","07","São Miguel de Taipu",5
"2009","08","Araçagi",5
"2009","08","Arara",5
"2009","08","Itaporanga",5
"2009","08","Logradouro",5
"2009","08","Santa Cecília",5
"2009","08","São João do Cariri",5
"2009","08","São João do Rio do Peixe",5
"2009","08","São Miguel de Taipu",5
"2009","09","Araçagi",5
"2009","09","Arara",5
"2009","09","Logradouro",5
"2009","09","Pitimbu",5
"2009","09","Puxinanã",5
"2009","09","Santa Cecília",5
"2009","09","São João do Cariri",5
"2009","09","São João do Rio do Peixe",5
"2009","09","São Miguel de Taipu",5
"2009","10","Araçagi",5
"2009","10","Arara",5
"2009","10","Logradouro",5
"2009","10","Puxinanã",5
"2009","10","Santa Cecília",5
"2009","10","São João do Cariri",5
"2009","10","São João do Rio do Peixe",5
"2009","10","São Miguel de Taipu",5
"2009","11","Alagoa Grande",5
"2009","11","Araçagi",5
"2009","11","Arara",5
"2009","11","Logradouro",5
"2009","11","Puxinanã",5
"2009","11","Santa Cecília",5
"2009","11","São João do Cariri",5
"2009","11","São João do Rio do Peixe",5
"2009","11","São Miguel de Taipu",5
"2009","12","Araçagi",5
"2009","12","Arara",5
"2009","12","Cuitegi",5
"2009","12","Diamante",5
"2009","12","Logradouro",5
"2009","12","Monte Horebe",5
"2009","12","Puxinanã",5
"2009","12","Santa Cecília",5
"2009","12","São João do Rio do Peixe",5
"2009","12","São Miguel de Taipu",5
"2009","01","Areia de Baraúnas",4
"2009","01","Boqueirão",4
"2009","01","Itatuba",4
"2009","01","Lagoa",4
"2009","01","Prata",4
"2009","01","Tacima",4
"2009","02","Aparecida",4
"2009","02","Areia de Baraúnas",4
"2009","02","Boqueirão",4
"2009","02","Itatuba",4
"2009","02","Prata",4
"2009","02","Tacima",4
"2009","03","Aparecida",4
"2009","03","Areia de Baraúnas",4
"2009","03","Boqueirão",4
"2009","03","Itatuba",4
"2009","03","Prata",4
"2009","03","Tacima",4
"2009","04","Aparecida",4
"2009","04","Areia de Baraúnas",4
"2009","04","Boqueirão",4
"2009","04","Itatuba",4
"2009","04","Monte Horebe",4
"2009","04","Pilõezinhos",4
"2009","04","Prata",4
"2009","04","Tacima",4
"2009","05","Aparecida",4
"2009","05","Areia de Baraúnas",4
"2009","05","Boqueirão",4
"2009","05","Itatuba",4
"2009","05","Pilõezinhos",4
"2009","05","Prata",4
"2009","05","São José de Caiana",4
"2009","05","Tacima",4
"2009","06","Aparecida",4
"2009","06","Areia de Baraúnas",4
"2009","06","Boqueirão",4
"2009","06","Itatuba",4
"2009","06","Picuí",4
"2009","06","Pilõezinhos",4
"2009","06","Prata",4
"2009","06","Tacima",4
"2009","07","Aparecida",4
"2009","07","Areia de Baraúnas",4
"2009","07","Boqueirão",4
"2009","07","Borborema",4
"2009","07","Itatuba",4
"2009","07","Pilõezinhos",4
"2009","07","Prata",4
"2009","07","Tacima",4
"2009","08","Aparecida",4
"2009","08","Areia de Baraúnas",4
"2009","08","Boqueirão",4
"2009","08","Borborema",4
"2009","08","Itatuba",4
"2009","08","Pilõezinhos",4
"2009","08","Prata",4
"2009","08","Puxinanã",4
"2009","08","Tacima",4
"2009","09","Aparecida",4
"2009","09","Areia de Baraúnas",4
"2009","09","Boqueirão",4
"2009","09","Itatuba",4
"2009","09","Joca Claudino",4
"2009","09","Pilõezinhos",4
"2009","09","Prata",4
"2009","10","Aparecida",4
"2009","10","Areia de Baraúnas",4
"2009","10","Boqueirão",4
"2009","10","Itatuba",4
"2009","10","Pilõezinhos",4
"2009","10","Prata",4
"2009","11","Aparecida",4
"2009","11","Areia de Baraúnas",4
"2009","11","Boqueirão",4
"2009","11","Itatuba",4
"2009","11","Pilõezinhos",4
"2009","11","Prata",4
"2009","12","Aparecida",4
"2009","12","Areia de Baraúnas",4
"2009","12","Areial",4
"2009","12","Boqueirão",4
"2009","12","Itatuba",4
"2009","12","Lagoa Seca",4
"2009","12","Matinhas",4
"2009","12","Pilõezinhos",4
"2009","01","Alagoinha",3
"2009","01","Boa Ventura",3
"2009","01","Caldas Brandão",3
"2009","01","Lagoa Seca",3
"2009","01","Monte Horebe",3
"2009","01","Nazarezinho",3
"2009","01","Passagem",3
"2009","01","Picuí",3
"2009","01","Pilõezinhos",3
"2009","01","Salgado de São Félix",3
"2009","01","São Domingos do Cariri",3
"2009","01","São José do Bonfim",3
"2009","01","Sousa",3
"2009","02","Alagoa Grande",3
"2009","02","Alagoinha",3
"2009","02","Boa Ventura",3
"2009","02","Caldas Brandão",3
"2009","02","Itapororoca",3
"2009","02","Lagoa",3
"2009","02","Lagoa Seca",3
"2009","02","Marizópolis",3
"2009","02","Monte Horebe",3
"2009","02","Nazarezinho",3
"2009","02","Passagem",3
"2009","02","Picuí",3
"2009","02","Pilõezinhos",3
"2009","02","Salgado de São Félix",3
"2009","02","São Domingos do Cariri",3
"2009","02","São José do Bonfim",3
"2009","02","São José dos Ramos",3
"2009","02","Sousa",3
"2009","03","Alagoa Grande",3
"2009","03","Alagoinha",3
"2009","03","Boa Ventura",3
"2009","03","Cabaceiras",3
"2009","03","Caldas Brandão",3
"2009","03","Congo",3
"2009","03","Itapororoca",3
"2009","03","Lagoa",3
"2009","03","Lagoa Seca",3
"2009","03","Marizópolis",3
"2009","03","Monte Horebe",3
"2009","03","Nazarezinho",3
"2009","03","Passagem",3
"2009","03","Picuí",3
"2009","03","Pilõezinhos",3
"2009","03","Puxinanã",3
"2009","03","Salgado de São Félix",3
"2009","03","São Domingos do Cariri",3
"2009","03","São José do Bonfim",3
"2009","03","São José dos Ramos",3
"2009","03","Sousa",3
"2009","04","Alagoa Grande",3
"2009","04","Boa Ventura",3
"2009","04","Caldas Brandão",3
"2009","04","Congo",3
"2009","04","Itapororoca",3
"2009","04","Lagoa",3
"2009","04","Lagoa Seca",3
"2009","04","Marizópolis",3
"2009","04","Nazarezinho",3
"2009","04","Passagem",3
"2009","04","Picuí",3
"2009","04","Puxinanã",3
"2009","04","Salgado de São Félix",3
"2009","04","São Domingos do Cariri",3
"2009","04","São José do Bonfim",3
"2009","04","São José dos Ramos",3
"2009","04","Sousa",3
"2009","05","Alagoa Grande",3
"2009","05","Alagoinha",3
"2009","05","Boa Ventura",3
"2009","05","Caldas Brandão",3
"2009","05","Congo",3
"2009","05","Itapororoca",3
"2009","05","Lagoa",3
"2009","05","Lagoa Seca",3
"2009","05","Marizópolis",3
"2009","05","Nazarezinho",3
"2009","05","Passagem",3
"2009","05","Picuí",3
"2009","05","Puxinanã",3
"2009","05","Salgado de São Félix",3
"2009","05","São José do Bonfim",3
"2009","05","São José dos Ramos",3
"2009","05","Sousa",3
"2009","06","Alagoa Grande",3
"2009","06","Alagoinha",3
"2009","06","Boa Ventura",3
"2009","06","Cabaceiras",3
"2009","06","Caldas Brandão",3
"2009","06","Congo",3
"2009","06","Itapororoca",3
"2009","06","Lagoa",3
"2009","06","Lagoa Seca",3
"2009","06","Marizópolis",3
"2009","06","Nazarezinho",3
"2009","06","Passagem",3
"2009","06","Puxinanã",3
"2009","06","Salgado de São Félix",3
"2009","06","São José do Bonfim",3
"2009","06","São José dos Ramos",3
"2009","06","Sousa",3
"2009","07","Alagoa Grande",3
"2009","07","Alagoinha",3
"2009","07","Boa Ventura",3
"2009","07","Caldas Brandão",3
"2009","07","Congo",3
"2009","07","Diamante",3
"2009","07","Itapororoca",3
"2009","07","Lagoa",3
"2009","07","Lagoa de Dentro",3
"2009","07","Lagoa Seca",3
"2009","07","Monte Horebe",3
"2009","07","Nazarezinho",3
"2009","07","Passagem",3
"2009","07","Picuí",3
"2009","07","Puxinanã",3
"2009","07","Salgado de São Félix",3
"2009","07","São José do Bonfim",3
"2009","07","São José dos Ramos",3
"2009","07","Sousa",3
"2009","08","Alagoa Grande",3
"2009","08","Alagoinha",3
"2009","08","Boa Ventura",3
"2009","08","Caldas Brandão",3
"2009","08","Congo",3
"2009","08","Diamante",3
"2009","08","Itapororoca",3
"2009","08","Lagoa de Dentro",3
"2009","08","Lagoa Seca",3
"2009","08","Nazarezinho",3
"2009","08","Passagem",3
"2009","08","Picuí",3
"2009","08","Salgado de São Félix",3
"2009","08","São José do Bonfim",3
"2009","08","São José dos Ramos",3
"2009","08","Sousa",3
"2009","09","Alagoa Grande",3
"2009","09","Alagoinha",3
"2009","09","Areial",3
"2009","09","Boa Ventura",3
"2009","09","Caldas Brandão",3
"2009","09","Congo",3
"2009","09","Diamante",3
"2009","09","Lagoa",3
