"ano","mes","cidade","orgao","de_tipocargo","quantidade"
"2011","08","Assunção","Câmara Municipal","Eletivo",9
"2011","09","Assunção","Câmara Municipal","Comissionado",1
"2011","09","Assunção","Câmara Municipal","Efetivo",5
"2011","09","Assunção","Câmara Municipal","Eletivo",9
"2011","10","Assunção","Câmara Municipal","Comissionado",1
"2011","10","Assunção","Câmara Municipal","Efetivo",5
"2011","10","Assunção","Câmara Municipal","Eletivo",9
"2011","11","Assunção","Câmara Municipal","Comissionado",1
"2011","11","Assunção","Câmara Municipal","Efetivo",5
"2011","11","Assunção","Câmara Municipal","Eletivo",9
"2011","12","Assunção","Câmara Municipal","Comissionado",1
"2011","12","Assunção","Câmara Municipal","Efetivo",5
"2011","12","Assunção","Câmara Municipal","Eletivo",9
"2012","01","Assunção","Câmara Municipal","Comissionado",1
"2012","01","Assunção","Câmara Municipal","Efetivo",5
"2012","01","Assunção","Câmara Municipal","Eletivo",9
"2012","02","Assunção","Câmara Municipal","Comissionado",1
"2012","02","Assunção","Câmara Municipal","Efetivo",5
"2012","02","Assunção","Câmara Municipal","Eletivo",9
"2012","03","Assunção","Câmara Municipal","Comissionado",2
"2012","03","Assunção","Câmara Municipal","Efetivo",5
"2012","03","Assunção","Câmara Municipal","Eletivo",9
"2012","04","Assunção","Câmara Municipal","Comissionado",2
"2012","04","Assunção","Câmara Municipal","Efetivo",5
"2012","04","Assunção","Câmara Municipal","Eletivo",9
"2012","05","Assunção","Câmara Municipal","Comissionado",2
"2012","05","Assunção","Câmara Municipal","Efetivo",5
"2012","05","Assunção","Câmara Municipal","Eletivo",9
"2012","06","Assunção","Câmara Municipal","Comissionado",2
"2012","06","Assunção","Câmara Municipal","Efetivo",5
"2012","06","Assunção","Câmara Municipal","Eletivo",9
"2012","07","Assunção","Câmara Municipal","Comissionado",2
"2012","07","Assunção","Câmara Municipal","Efetivo",5
"2012","07","Assunção","Câmara Municipal","Eletivo",9
"2012","08","Assunção","Câmara Municipal","Comissionado",1
"2012","08","Assunção","Câmara Municipal","Efetivo",5
"2012","08","Assunção","Câmara Municipal","Eletivo",9
"2012","09","Assunção","Câmara Municipal","Comissionado",1
"2012","09","Assunção","Câmara Municipal","Efetivo",5
"2012","09","Assunção","Câmara Municipal","Eletivo",9
"2012","10","Assunção","Câmara Municipal","Comissionado",1
"2012","10","Assunção","Câmara Municipal","Efetivo",5
"2012","10","Assunção","Câmara Municipal","Eletivo",9
"2012","11","Assunção","Câmara Municipal","Comissionado",1
"2012","11","Assunção","Câmara Municipal","Efetivo",5
"2012","11","Assunção","Câmara Municipal","Eletivo",9
"2012","12","Assunção","Câmara Municipal","Comissionado",1
"2012","12","Assunção","Câmara Municipal","Efetivo",5
"2012","12","Assunção","Câmara Municipal","Eletivo",9
"2013","01","Assunção","Câmara Municipal","Comissionado",2
"2013","01","Assunção","Câmara Municipal","Efetivo",5
"2013","01","Assunção","Câmara Municipal","Eletivo",9
"2013","02","Assunção","Câmara Municipal","Comissionado",2
"2013","02","Assunção","Câmara Municipal","Efetivo",5
"2013","02","Assunção","Câmara Municipal","Eletivo",9
"2013","03","Assunção","Câmara Municipal","Comissionado",2
"2013","03","Assunção","Câmara Municipal","Efetivo",5
"2013","03","Assunção","Câmara Municipal","Eletivo",9
"2013","04","Assunção","Câmara Municipal","Comissionado",2
"2013","04","Assunção","Câmara Municipal","Efetivo",5
"2013","04","Assunção","Câmara Municipal","Eletivo",9
"2013","05","Assunção","Câmara Municipal","Comissionado",2
"2013","05","Assunção","Câmara Municipal","Efetivo",5
"2013","05","Assunção","Câmara Municipal","Eletivo",9
"2013","06","Assunção","Câmara Municipal","Comissionado",2
"2013","06","Assunção","Câmara Municipal","Efetivo",5
"2013","06","Assunção","Câmara Municipal","Eletivo",9
"2013","07","Assunção","Câmara Municipal","Comissionado",2
"2013","07","Assunção","Câmara Municipal","Efetivo",5
"2013","07","Assunção","Câmara Municipal","Eletivo",9
"2013","08","Assunção","Câmara Municipal","Comissionado",2
"2013","08","Assunção","Câmara Municipal","Efetivo",5
"2013","08","Assunção","Câmara Municipal","Eletivo",9
"2013","09","Assunção","Câmara Municipal","Comissionado",2
"2013","09","Assunção","Câmara Municipal","Efetivo",5
"2013","09","Assunção","Câmara Municipal","Eletivo",9
"2013","10","Assunção","Câmara Municipal","Comissionado",2
"2013","10","Assunção","Câmara Municipal","Efetivo",5
"2013","10","Assunção","Câmara Municipal","Eletivo",9
"2013","11","Assunção","Câmara Municipal","Comissionado",2
"2013","11","Assunção","Câmara Municipal","Efetivo",5
"2013","11","Assunção","Câmara Municipal","Eletivo",9
"2013","12","Assunção","Câmara Municipal","Comissionado",2
"2013","12","Assunção","Câmara Municipal","Efetivo",5
"2013","12","Assunção","Câmara Municipal","Eletivo",9
"2014","01","Assunção","Câmara Municipal","Efetivo",5
"2014","01","Assunção","Câmara Municipal","Eletivo",9
"2014","02","Assunção","Câmara Municipal","Efetivo",5
"2014","02","Assunção","Câmara Municipal","Eletivo",9
"2014","03","Assunção","Câmara Municipal","Comissionado",1
"2014","03","Assunção","Câmara Municipal","Efetivo",5
"2014","03","Assunção","Câmara Municipal","Eletivo",9
"2014","04","Assunção","Câmara Municipal","Comissionado",1
"2014","04","Assunção","Câmara Municipal","Efetivo",5
"2014","04","Assunção","Câmara Municipal","Eletivo",9
"2014","05","Assunção","Câmara Municipal","Comissionado",1
"2014","05","Assunção","Câmara Municipal","Efetivo",5
"2014","05","Assunção","Câmara Municipal","Eletivo",9
"2014","06","Assunção","Câmara Municipal","Comissionado",1
"2014","06","Assunção","Câmara Municipal","Efetivo",5
"2014","06","Assunção","Câmara Municipal","Eletivo",9
"2014","07","Assunção","Câmara Municipal","Comissionado",1
"2014","07","Assunção","Câmara Municipal","Efetivo",5
"2014","07","Assunção","Câmara Municipal","Eletivo",9
"2014","08","Assunção","Câmara Municipal","Comissionado",1
"2014","08","Assunção","Câmara Municipal","Efetivo",5
"2014","08","Assunção","Câmara Municipal","Eletivo",9
"2014","09","Assunção","Câmara Municipal","Comissionado",1
"2014","09","Assunção","Câmara Municipal","Efetivo",5
"2014","09","Assunção","Câmara Municipal","Eletivo",9
"2014","10","Assunção","Câmara Municipal","Comissionado",1
"2014","10","Assunção","Câmara Municipal","Efetivo",5
"2014","10","Assunção","Câmara Municipal","Eletivo",9
"2014","11","Assunção","Câmara Municipal","Comissionado",1
"2014","11","Assunção","Câmara Municipal","Efetivo",5
"2014","11","Assunção","Câmara Municipal","Eletivo",9
"2014","12","Assunção","Câmara Municipal","Comissionado",1
"2014","12","Assunção","Câmara Municipal","Efetivo",5
"2014","12","Assunção","Câmara Municipal","Eletivo",9
"2015","01","Assunção","Câmara Municipal","Comissionado",2
"2015","01","Assunção","Câmara Municipal","Efetivo",5
"2015","01","Assunção","Câmara Municipal","Eletivo",9
"2015","02","Assunção","Câmara Municipal","Comissionado",2
"2015","02","Assunção","Câmara Municipal","Efetivo",5
"2015","02","Assunção","Câmara Municipal","Eletivo",9
"2015","03","Assunção","Câmara Municipal","Comissionado",2
"2015","03","Assunção","Câmara Municipal","Efetivo",5
"2015","03","Assunção","Câmara Municipal","Eletivo",9
"2015","04","Assunção","Câmara Municipal","Comissionado",2
"2015","04","Assunção","Câmara Municipal","Efetivo",5
"2015","04","Assunção","Câmara Municipal","Eletivo",9
"2015","05","Assunção","Câmara Municipal","Comissionado",2
"2015","05","Assunção","Câmara Municipal","Efetivo",5
"2015","05","Assunção","Câmara Municipal","Eletivo",9
"2015","06","Assunção","Câmara Municipal","Comissionado",2
"2015","06","Assunção","Câmara Municipal","Efetivo",5
"2015","06","Assunção","Câmara Municipal","Eletivo",9
"2015","07","Assunção","Câmara Municipal","Comissionado",2
"2015","07","Assunção","Câmara Municipal","Efetivo",5
"2015","07","Assunção","Câmara Municipal","Eletivo",9
"2015","08","Assunção","Câmara Municipal","Comissionado",3
"2015","08","Assunção","Câmara Municipal","Efetivo",5
"2015","08","Assunção","Câmara Municipal","Eletivo",9
"2015","09","Assunção","Câmara Municipal","Comissionado",3
"2015","09","Assunção","Câmara Municipal","Efetivo",5
"2015","09","Assunção","Câmara Municipal","Eletivo",9
"2015","10","Assunção","Câmara Municipal","Comissionado",3
"2015","10","Assunção","Câmara Municipal","Efetivo",5
"2015","10","Assunção","Câmara Municipal","Eletivo",9
"2015","11","Assunção","Câmara Municipal","Comissionado",3
"2015","11","Assunção","Câmara Municipal","Efetivo",5
"2015","11","Assunção","Câmara Municipal","Eletivo",9
"2015","12","Assunção","Câmara Municipal","Comissionado",3
"2015","12","Assunção","Câmara Municipal","Efetivo",5
"2015","12","Assunção","Câmara Municipal","Eletivo",9
"2016","01","Assunção","Câmara Municipal","Comissionado",3
"2016","01","Assunção","Câmara Municipal","Efetivo",5
"2016","01","Assunção","Câmara Municipal","Eletivo",9
"2016","02","Assunção","Câmara Municipal","Comissionado",3
"2016","02","Assunção","Câmara Municipal","Efetivo",5
"2016","02","Assunção","Câmara Municipal","Eletivo",9
"2016","03","Assunção","Câmara Municipal","Comissionado",3
"2016","03","Assunção","Câmara Municipal","Efetivo",5
"2016","03","Assunção","Câmara Municipal","Eletivo",9
"2016","04","Assunção","Câmara Municipal","Comissionado",3
"2016","04","Assunção","Câmara Municipal","Efetivo",5
"2016","04","Assunção","Câmara Municipal","Eletivo",9
"2016","05","Assunção","Câmara Municipal","Comissionado",3
"2016","05","Assunção","Câmara Municipal","Efetivo",4
"2016","05","Assunção","Câmara Municipal","Eletivo",9
"2009","01","Baía da Traição","Câmara Municipal","Comissionado",4
"2009","01","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","02","Baía da Traição","Câmara Municipal","Comissionado",4
"2009","02","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","03","Baía da Traição","Câmara Municipal","Comissionado",6
"2009","03","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","04","Baía da Traição","Câmara Municipal","Comissionado",6
"2009","04","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","05","Baía da Traição","Câmara Municipal","Comissionado",6
"2009","05","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","06","Baía da Traição","Câmara Municipal","Comissionado",6
"2009","06","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","07","Baía da Traição","Câmara Municipal","Comissionado",1
"2009","07","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","08","Baía da Traição","Câmara Municipal","Comissionado",1
"2009","08","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","09","Baía da Traição","Câmara Municipal","Comissionado",1
"2009","09","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","10","Baía da Traição","Câmara Municipal","Comissionado",1
"2009","10","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","11","Baía da Traição","Câmara Municipal","Comissionado",1
"2009","11","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","12","Baía da Traição","Câmara Municipal","Comissionado",1
"2009","12","Baía da Traição","Câmara Municipal","Efetivo",5
"2009","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","01","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","01","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","02","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","02","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","03","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","03","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","04","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","04","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","05","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","05","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","06","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","06","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","07","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","07","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","08","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","08","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","09","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","09","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","10","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","10","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","11","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","11","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2010","12","Baía da Traição","Câmara Municipal","Comissionado",1
"2010","12","Baía da Traição","Câmara Municipal","Efetivo",5
"2010","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","01","Baía da Traição","Câmara Municipal","Comissionado",1
"2011","01","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","02","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","02","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","03","Baía da Traição","Câmara Municipal","Comissionado",5
"2011","03","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","04","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","04","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","05","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","05","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","06","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","06","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","07","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","07","Baía da Traição","Câmara Municipal","Efetivo",5
"2011","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","08","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","08","Baía da Traição","Câmara Municipal","Efetivo",4
"2011","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","09","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","09","Baía da Traição","Câmara Municipal","Efetivo",4
"2011","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","10","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","10","Baía da Traição","Câmara Municipal","Efetivo",4
"2011","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","11","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","11","Baía da Traição","Câmara Municipal","Efetivo",4
"2011","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2011","12","Baía da Traição","Câmara Municipal","Comissionado",4
"2011","12","Baía da Traição","Câmara Municipal","Efetivo",4
"2011","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","01","Baía da Traição","Câmara Municipal","Comissionado",4
"2012","01","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","02","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","02","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","03","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","03","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","04","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","04","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","05","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","05","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","06","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","06","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","07","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","07","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","08","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","08","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","09","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","09","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","10","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","10","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","11","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","11","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2012","12","Baía da Traição","Câmara Municipal","Comissionado",1
"2012","12","Baía da Traição","Câmara Municipal","Efetivo",4
"2012","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","01","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","01","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","02","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","02","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","03","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","03","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","04","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","04","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","05","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","05","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","06","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","06","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","07","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","07","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","08","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","08","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","09","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","09","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","10","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","10","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","11","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","11","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2013","12","Baía da Traição","Câmara Municipal","Comissionado",1
"2013","12","Baía da Traição","Câmara Municipal","Efetivo",4
"2013","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","01","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","01","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","02","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","02","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","03","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","03","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","04","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","04","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","05","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","05","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","06","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","06","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","07","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","07","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","08","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","08","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","09","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","09","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","10","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","10","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","11","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","11","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2014","12","Baía da Traição","Câmara Municipal","Comissionado",1
"2014","12","Baía da Traição","Câmara Municipal","Efetivo",4
"2014","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","01","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","01","Baía da Traição","Câmara Municipal","Efetivo",4
"2015","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","02","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","02","Baía da Traição","Câmara Municipal","Efetivo",4
"2015","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","03","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","03","Baía da Traição","Câmara Municipal","Efetivo",4
"2015","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","04","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","04","Baía da Traição","Câmara Municipal","Efetivo",4
"2015","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","05","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","05","Baía da Traição","Câmara Municipal","Efetivo",4
"2015","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","06","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","06","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","06","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","07","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","07","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","07","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","08","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","08","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","08","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","09","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","09","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","09","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","10","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","10","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","10","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","11","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","11","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","11","Baía da Traição","Câmara Municipal","Eletivo",9
"2015","12","Baía da Traição","Câmara Municipal","Comissionado",1
"2015","12","Baía da Traição","Câmara Municipal","Efetivo",3
"2015","12","Baía da Traição","Câmara Municipal","Eletivo",9
"2016","01","Baía da Traição","Câmara Municipal","Comissionado",1
"2016","01","Baía da Traição","Câmara Municipal","Efetivo",3
"2016","01","Baía da Traição","Câmara Municipal","Eletivo",9
"2016","02","Baía da Traição","Câmara Municipal","Comissionado",1
"2016","02","Baía da Traição","Câmara Municipal","Efetivo",3
"2016","02","Baía da Traição","Câmara Municipal","Eletivo",9
"2016","03","Baía da Traição","Câmara Municipal","Comissionado",1
"2016","03","Baía da Traição","Câmara Municipal","Efetivo",3
"2016","03","Baía da Traição","Câmara Municipal","Eletivo",9
"2016","04","Baía da Traição","Câmara Municipal","Comissionado",1
"2016","04","Baía da Traição","Câmara Municipal","Efetivo",3
"2016","04","Baía da Traição","Câmara Municipal","Eletivo",9
"2016","05","Baía da Traição","Câmara Municipal","Comissionado",1
"2016","05","Baía da Traição","Câmara Municipal","Efetivo",3
"2016","05","Baía da Traição","Câmara Municipal","Eletivo",9
"2009","01","Bananeiras","Câmara Municipal","Comissionado",3
"2009","01","Bananeiras","Câmara Municipal","Efetivo",12
"2009","01","Bananeiras","Câmara Municipal","Eletivo",9
"2009","02","Bananeiras","Câmara Municipal","Comissionado",15
"2009","02","Bananeiras","Câmara Municipal","Efetivo",12
"2009","02","Bananeiras","Câmara Municipal","Eletivo",9
"2009","03","Bananeiras","Câmara Municipal","Comissionado",14
"2009","03","Bananeiras","Câmara Municipal","Efetivo",12
"2009","03","Bananeiras","Câmara Municipal","Eletivo",9
"2009","04","Bananeiras","Câmara Municipal","Comissionado",14
"2009","04","Bananeiras","Câmara Municipal","Efetivo",12
"2009","04","Bananeiras","Câmara Municipal","Eletivo",9
"2009","05","Bananeiras","Câmara Municipal","Comissionado",14
"2009","05","Bananeiras","Câmara Municipal","Efetivo",12
"2009","05","Bananeiras","Câmara Municipal","Eletivo",9
"2009","06","Bananeiras","Câmara Municipal","Comissionado",14
"2009","06","Bananeiras","Câmara Municipal","Efetivo",12
"2009","06","Bananeiras","Câmara Municipal","Eletivo",9
"2009","07","Bananeiras","Câmara Municipal","Comissionado",14
"2009","07","Bananeiras","Câmara Municipal","Efetivo",12
"2009","07","Bananeiras","Câmara Municipal","Eletivo",9
"2009","08","Bananeiras","Câmara Municipal","Comissionado",14
"2009","08","Bananeiras","Câmara Municipal","Efetivo",12
"2009","08","Bananeiras","Câmara Municipal","Eletivo",9
"2009","09","Bananeiras","Câmara Municipal","Comissionado",14
"2009","09","Bananeiras","Câmara Municipal","Efetivo",12
"2009","09","Bananeiras","Câmara Municipal","Eletivo",9
"2009","10","Bananeiras","Câmara Municipal","Comissionado",14
"2009","10","Bananeiras","Câmara Municipal","Efetivo",12
"2009","10","Bananeiras","Câmara Municipal","Eletivo",9
"2009","11","Bananeiras","Câmara Municipal","Comissionado",5
