"ano","mes","cidade","quantidade.secretario"
"2009","10","Serraria",1
"2009","10","Sertãozinho",1
"2009","10","Sobrado",1
"2009","10","Solânea",1
"2009","10","Taperoá",1
"2009","10","Teixeira",1
"2009","10","Triunfo",1
"2009","10","Uiraúna",1
"2009","10","Umbuzeiro",1
"2009","10","Várzea",1
"2009","10","Vieirópolis",1
"2009","10","Vista Serrana",1
"2009","10","Zabelê",1
"2009","11","Aguiar",1
"2009","11","Alagoinha",1
"2009","11","Alcantil",1
"2009","11","Algodão de Jandaíra",1
"2009","11","Araruna",1
"2009","11","Areial",1
"2009","11","Bananeiras",1
"2009","11","Barra de Santa Rosa",1
"2009","11","Barra de São Miguel",1
"2009","11","Belém do Brejo do Cruz",1
"2009","11","Bernardino Batista",1
"2009","11","Boa Ventura",1
"2009","11","Boa Vista",1
"2009","11","Bom Jesus",1
"2009","11","Bom Sucesso",1
"2009","11","Bonito de Santa Fé",1
"2009","11","Borborema",1
"2009","11","Brejo dos Santos",1
"2009","11","Caaporã",1
"2009","11","Cabaceiras",1
"2009","11","Cachoeira dos Índios",1
"2009","11","Cacimba de Dentro",1
"2009","11","Cajazeirinhas",1
"2009","11","Caldas Brandão",1
"2009","11","Capim",1
"2009","11","Carrapateira",1
"2009","11","Casserengue",1
"2009","11","Caturité",1
"2009","11","Coxixola",1
"2009","11","Cuité de Mamanguape",1
"2009","11","Cuitegi",1
"2009","11","Curral de Cima",1
"2009","11","Diamante",1
"2009","11","Gado Bravo",1
"2009","11","Guarabira",1
"2009","11","Itapororoca",1
"2009","11","Itatuba",1
"2009","11","Jacaraú",1
"2009","11","Jericó",1
"2009","11","Joca Claudino",1
"2009","11","Juarez Távora",1
"2009","11","Juazeirinho",1
"2009","11","Junco do Seridó",1
"2009","11","Juru",1
"2009","11","Lagoa",1
"2009","11","Lastro",1
"2009","11","Logradouro",1
"2009","11","Lucena",1
"2009","11","Mãe d'Água",1
"2009","11","Marizópolis",1
"2009","11","Mataraca",1
"2009","11","Matinhas",1
"2009","11","Maturéia",1
"2009","11","Mogeiro",1
"2009","11","Nazarezinho",1
"2009","11","Nova Palmeira",1
"2009","11","Ouro Velho",1
"2009","11","Passagem",1
"2009","11","Patos",1
"2009","11","Paulista",1
"2009","11","Pedras de Fogo",1
"2009","11","Piancó",1
"2009","11","Picuí",1
"2009","11","Pilões",1
"2009","11","Pilõezinhos",1
"2009","11","Pirpirituba",1
"2009","11","Pocinhos",1
"2009","11","Poço Dantas",1
"2009","11","Pombal",1
"2009","11","Remígio",1
"2009","11","Riachão",1
"2009","11","Riachão do Bacamarte",1
"2009","11","Riachão do Poço",1
"2009","11","Riacho dos Cavalos",1
"2009","11","Rio Tinto",1
"2009","11","Salgadinho",1
"2009","11","Salgado de São Félix",1
"2009","11","Santa Cruz",1
"2009","11","Santa Inês",1
"2009","11","Santa Teresinha",1
"2009","11","Santana de Mangueira",1
"2009","11","São Francisco",1
"2009","11","São João do Rio do Peixe",1
"2009","11","São João do Tigre",1
"2009","11","São José de Espinharas",1
"2009","11","São José de Piranhas",1
"2009","11","São José dos Cordeiros",1
"2009","11","São Miguel de Taipu",1
"2009","11","Sapé",1
"2009","11","Serra Redonda",1
"2009","11","Serraria",1
"2009","11","Sertãozinho",1
"2009","11","Sobrado",1
"2009","11","Solânea",1
"2009","11","Taperoá",1
"2009","11","Teixeira",1
"2009","11","Triunfo",1
"2009","11","Uiraúna",1
"2009","11","Umbuzeiro",1
"2009","11","Várzea",1
"2009","11","Vieirópolis",1
"2009","11","Vista Serrana",1
"2009","11","Zabelê",1
"2009","12","Aguiar",1
"2009","12","Alagoinha",1
"2009","12","Alcantil",1
"2009","12","Algodão de Jandaíra",1
"2009","12","Araruna",1
"2009","12","Areial",1
"2009","12","Bananeiras",1
"2009","12","Barra de Santa Rosa",1
"2009","12","Barra de São Miguel",1
"2009","12","Belém do Brejo do Cruz",1
"2009","12","Bernardino Batista",1
"2009","12","Boa Ventura",1
"2009","12","Boa Vista",1
"2009","12","Bom Jesus",1
"2009","12","Bom Sucesso",1
"2009","12","Bonito de Santa Fé",1
"2009","12","Borborema",1
"2009","12","Brejo dos Santos",1
"2009","12","Caaporã",1
"2009","12","Cabaceiras",1
"2009","12","Cachoeira dos Índios",1
"2009","12","Cacimba de Dentro",1
"2009","12","Cajazeirinhas",1
"2009","12","Caldas Brandão",1
"2009","12","Capim",1
"2009","12","Carrapateira",1
"2009","12","Caturité",1
"2009","12","Coxixola",1
"2009","12","Cuité de Mamanguape",1
"2009","12","Cuitegi",1
"2009","12","Diamante",1
"2009","12","Gado Bravo",1
"2009","12","Guarabira",1
"2009","12","Itatuba",1
"2009","12","Jacaraú",1
"2009","12","Jericó",1
"2009","12","Joca Claudino",1
"2009","12","Juarez Távora",1
"2009","12","Juazeirinho",1
"2009","12","Junco do Seridó",1
"2009","12","Juru",1
"2009","12","Lagoa",1
"2009","12","Lastro",1
"2009","12","Logradouro",1
"2009","12","Lucena",1
"2009","12","Mãe d'Água",1
"2009","12","Marizópolis",1
"2009","12","Mataraca",1
"2009","12","Matinhas",1
"2009","12","Maturéia",1
"2009","12","Mogeiro",1
"2009","12","Nazarezinho",1
"2009","12","Nova Palmeira",1
"2009","12","Ouro Velho",1
"2009","12","Passagem",1
"2009","12","Patos",1
"2009","12","Paulista",1
"2009","12","Pedras de Fogo",1
"2009","12","Piancó",1
"2009","12","Picuí",1
"2009","12","Pilões",1
"2009","12","Pilõezinhos",1
"2009","12","Pirpirituba",1
"2009","12","Pocinhos",1
"2009","12","Poço Dantas",1
"2009","12","Pombal",1
"2009","12","Remígio",1
"2009","12","Riachão",1
"2009","12","Riachão do Bacamarte",1
"2009","12","Riachão do Poço",1
"2009","12","Riacho dos Cavalos",1
"2009","12","Rio Tinto",1
"2009","12","Salgadinho",1
"2009","12","Salgado de São Félix",1
"2009","12","Santa Teresinha",1
"2009","12","Santana de Mangueira",1
"2009","12","São Francisco",1
"2009","12","São João do Rio do Peixe",1
"2009","12","São João do Tigre",1
"2009","12","São José de Espinharas",1
"2009","12","São José de Piranhas",1
"2009","12","São José dos Cordeiros",1
"2009","12","São Miguel de Taipu",1
"2009","12","Sapé",1
"2009","12","Serra Redonda",1
"2009","12","Serraria",1
"2009","12","Sertãozinho",1
"2009","12","Sobrado",1
"2009","12","Solânea",1
"2009","12","Taperoá",1
"2009","12","Teixeira",1
"2009","12","Triunfo",1
"2009","12","Uiraúna",1
"2009","12","Umbuzeiro",1
"2009","12","Várzea",1
"2009","12","Vieirópolis",1
"2009","12","Vista Serrana",1
"2009","12","Zabelê",1
"2010","04","Santa Rita",56
"2010","05","Santa Rita",56
"2010","11","Santa Rita",55
"2010","12","Santa Rita",54
"2010","06","Santa Rita",53
"2010","07","Santa Rita",53
"2010","08","Santa Rita",53
"2010","09","Santa Rita",53
"2010","10","Santa Rita",53
"2010","03","Santa Rita",51
"2010","01","Santa Rita",50
"2010","02","Santa Rita",50
"2010","01","Cajazeiras",20
"2010","06","Cajazeiras",20
"2010","07","Cajazeiras",20
"2010","08","Cajazeiras",20
"2010","09","Cajazeiras",20
"2010","10","Cajazeiras",20
"2010","11","Cajazeiras",20
"2010","12","Cajazeiras",20
"2010","02","Cajazeiras",19
"2010","03","Cajazeiras",19
"2010","04","Cajazeiras",19
"2010","05","Cajazeiras",19
"2010","02","Bayeux",13
"2010","04","Bayeux",12
"2010","05","Bayeux",12
"2010","06","Bayeux",12
"2010","07","Bayeux",12
"2010","08","Bayeux",12
"2010","01","Bayeux",11
"2010","03","Bayeux",11
"2010","09","Bayeux",11
"2010","10","Bayeux",10
"2010","11","Bayeux",10
"2010","12","Bayeux",10
"2010","03","Frei Martinho",7
"2010","06","Frei Martinho",7
"2010","01","Frei Martinho",6
"2010","02","Boqueirão",6
"2010","02","Frei Martinho",6
"2010","03","Boqueirão",6
"2010","04","Boqueirão",6
"2010","04","Frei Martinho",6
"2010","05","Boqueirão",6
"2010","05","Frei Martinho",6
"2010","06","Boqueirão",6
"2010","07","Boqueirão",6
"2010","07","Frei Martinho",6
"2010","08","Boqueirão",6
"2010","08","Frei Martinho",6
"2010","09","Boqueirão",6
"2010","09","Frei Martinho",6
"2010","10","Boqueirão",6
"2010","10","Frei Martinho",6
"2010","11","Boqueirão",6
"2010","11","Frei Martinho",6
"2010","12","Boqueirão",6
"2010","12","Frei Martinho",6
"2010","01","Boqueirão",5
"2010","01","Olivedos",5
"2010","02","Olivedos",5
"2010","02","Pitimbu",5
"2010","03","Olivedos",5
"2010","03","Pitimbu",5
"2010","03","São Vicente do Seridó",5
"2010","04","Olivedos",5
"2010","04","Pitimbu",5
"2010","04","São Vicente do Seridó",5
"2010","05","Olivedos",5
"2010","05","Pitimbu",5
"2010","05","São Vicente do Seridó",5
"2010","06","Olivedos",5
"2010","06","Pitimbu",5
"2010","06","São Vicente do Seridó",5
"2010","07","Olivedos",5
"2010","07","Pitimbu",5
"2010","07","São Vicente do Seridó",5
"2010","08","Olivedos",5
"2010","08","Pitimbu",5
"2010","08","São Vicente do Seridó",5
"2010","09","Olivedos",5
"2010","09","Pitimbu",5
"2010","09","São Vicente do Seridó",5
"2010","10","Olivedos",5
"2010","10","Pitimbu",5
"2010","10","São Vicente do Seridó",5
"2010","11","Olivedos",5
"2010","11","Pitimbu",5
"2010","11","São Vicente do Seridó",5
"2010","12","Olivedos",5
"2010","12","Pitimbu",5
"2010","12","São Vicente do Seridó",5
"2010","01","Alhandra",4
"2010","01","São Vicente do Seridó",4
"2010","02","Alhandra",4
"2010","02","São Vicente do Seridó",4
"2010","03","Alhandra",4
"2010","04","Alhandra",4
"2010","05","Alhandra",4
"2010","06","Alhandra",4
"2010","06","Mamanguape",4
"2010","07","Alhandra",4
"2010","09","Congo",4
"2010","12","Esperança",4
"2010","01","Areia",3
"2010","01","Barra de Santana",3
"2010","01","Cabedelo",3
"2010","01","Congo",3
"2010","01","Esperança",3
"2010","01","Lagoa Seca",3
"2010","01","Mamanguape",3
"2010","01","Santo André",3
"2010","02","Areia",3
"2010","02","Barra de Santana",3
"2010","02","Cabedelo",3
"2010","02","Congo",3
"2010","02","Esperança",3
"2010","02","Lagoa Seca",3
"2010","02","Mamanguape",3
"2010","02","Santo André",3
"2010","03","Areia",3
"2010","03","Barra de Santana",3
"2010","03","Cabedelo",3
"2010","03","Congo",3
"2010","03","Esperança",3
"2010","03","Lagoa Seca",3
"2010","03","Mamanguape",3
"2010","03","Santo André",3
"2010","03","Serra Grande",3
"2010","04","Areia",3
"2010","04","Barra de Santana",3
"2010","04","Cabedelo",3
"2010","04","Congo",3
"2010","04","Esperança",3
"2010","04","Lagoa Seca",3
"2010","04","Mamanguape",3
"2010","04","Santo André",3
"2010","04","Sossêgo",3
"2010","05","Areia",3
"2010","05","Barra de Santana",3
"2010","05","Cabedelo",3
"2010","05","Esperança",3
"2010","05","Lagoa Seca",3
"2010","05","Mamanguape",3
"2010","05","Santo André",3
"2010","05","Sossêgo",3
"2010","06","Areia",3
"2010","06","Barra de Santana",3
"2010","06","Cabedelo",3
"2010","06","Congo",3
"2010","06","Esperança",3
"2010","06","Lagoa Seca",3
"2010","06","Santo André",3
"2010","07","Areia",3
"2010","07","Barra de Santana",3
"2010","07","Belém do Brejo do Cruz",3
"2010","07","Cabedelo",3
"2010","07","Congo",3
"2010","07","Esperança",3
"2010","07","Lagoa Seca",3
"2010","07","Santo André",3
"2010","08","Alhandra",3
"2010","08","Areia",3
"2010","08","Barra de Santana",3
"2010","08","Cabedelo",3
"2010","08","Congo",3
"2010","08","Esperança",3
"2010","08","Lagoa Seca",3
"2010","08","Santo André",3
"2010","09","Alhandra",3
"2010","09","Areia",3
"2010","09","Barra de Santana",3
"2010","09","Cabedelo",3
"2010","09","Esperança",3
"2010","09","Lagoa Seca",3
"2010","09","Santo André",3
"2010","10","Alhandra",3
"2010","10","Areia",3
"2010","10","Barra de Santana",3
"2010","10","Cabedelo",3
"2010","10","Congo",3
"2010","10","Esperança",3
"2010","10","Lagoa Seca",3
"2010","10","Santo André",3
"2010","10","Sossêgo",3
"2010","11","Areia",3
"2010","11","Barra de Santana",3
"2010","11","Cabedelo",3
"2010","11","Congo",3
"2010","11","Esperança",3
"2010","11","Santo André",3
"2010","12","Areia",3
"2010","12","Barra de Santana",3
"2010","12","Boa Ventura",3
"2010","12","Cabedelo",3
"2010","12","Congo",3
"2010","12","Lagoa Seca",3
"2010","12","Mamanguape",3
"2010","12","Santo André",3
"2010","01","Alagoa Grande",2
"2010","01","Aparecida",2
"2010","01","Arara",2
"2010","01","Belém",2
"2010","01","Cacimbas",2
"2010","01","Campina Grande",2
"2010","01","Conde",2
"2010","01","Fagundes",2
"2010","01","Gurjão",2
"2010","01","Itaporanga",2
"2010","01","Monteiro",2
"2010","01","Parari",2
"2010","01","Pedra Branca",2
"2010","01","Pedro Régis",2
"2010","01","São João do Cariri",2
"2010","01","São José de Caiana",2
"2010","01","São José dos Ramos",2
"2010","01","São Mamede",2
"2010","01","Serra Branca",2
"2010","01","Serra Grande",2
"2010","01","Soledade",2
"2010","01","Sousa",2
"2010","01","Tacima",2
"2010","02","Alagoa Grande",2
"2010","02","Aparecida",2
"2010","02","Arara",2
"2010","02","Belém",2
"2010","02","Cacimba de Areia",2
"2010","02","Cacimbas",2
"2010","02","Campina Grande",2
"2010","02","Conde",2
"2010","02","Fagundes",2
"2010","02","Gurjão",2
"2010","02","Itaporanga",2
"2010","02","Monteiro",2
"2010","02","Parari",2
"2010","02","Pedra Branca",2
"2010","02","Pedro Régis",2
"2010","02","São João do Cariri",2
"2010","02","São José de Caiana",2
"2010","02","São Mamede",2
"2010","02","São Sebastião do Umbuzeiro",2
"2010","02","Serra Branca",2
"2010","02","Serra Grande",2
"2010","02","Soledade",2
"2010","02","Sousa",2
"2010","02","Tacima",2
"2010","03","Aparecida",2
"2010","03","Arara",2
"2010","03","Belém",2
"2010","03","Cacimba de Areia",2
"2010","03","Cacimbas",2
"2010","03","Campina Grande",2
"2010","03","Conde",2
"2010","03","Fagundes",2
"2010","03","Gurjão",2
"2010","03","Itaporanga",2
"2010","03","Lagoa",2
"2010","03","Monteiro",2
"2010","03","Parari",2
"2010","03","Pedra Branca",2
"2010","03","Pedro Régis",2
"2010","03","São João do Cariri",2
"2010","03","São José de Caiana",2
"2010","03","São Mamede",2
"2010","03","São Sebastião do Umbuzeiro",2
"2010","03","Serra Branca",2
"2010","03","Soledade",2
"2010","03","Sousa",2
"2010","03","Tacima",2
"2010","04","Aparecida",2
"2010","04","Arara",2
"2010","04","Belém",2
"2010","04","Cacimba de Areia",2
"2010","04","Cacimbas",2
"2010","04","Campina Grande",2
"2010","04","Conde",2
"2010","04","Fagundes",2
"2010","04","Gurjão",2
"2010","04","Monteiro",2
"2010","04","Parari",2
"2010","04","Pedra Branca",2
"2010","04","Pedro Régis",2
"2010","04","São João do Cariri",2
"2010","04","São José de Caiana",2
"2010","04","São Mamede",2
"2010","04","São Sebastião do Umbuzeiro",2
"2010","04","Serra Branca",2
"2010","04","Serra Grande",2
"2010","04","Soledade",2
"2010","04","Sousa",2
"2010","04","Tacima",2
"2010","05","Aparecida",2
"2010","05","Arara",2
"2010","05","Belém",2
"2010","05","Cacimba de Areia",2
"2010","05","Cacimbas",2
"2010","05","Campina Grande",2
"2010","05","Conde",2
"2010","05","Fagundes",2
"2010","05","Gurjão",2
"2010","05","João Pessoa",2
"2010","05","Monteiro",2
"2010","05","Parari",2
"2010","05","Pedra Branca",2
"2010","05","Pedro Régis",2
"2010","05","São João do Cariri",2
"2010","05","São José de Caiana",2
"2010","05","São Mamede",2
"2010","05","São Sebastião do Umbuzeiro",2
"2010","05","Serra Branca",2
"2010","05","Serra Grande",2
"2010","05","Soledade",2
"2010","05","Sousa",2
"2010","05","Tacima",2
"2010","06","Aparecida",2
"2010","06","Arara",2
"2010","06","Belém",2
"2010","06","Cacimba de Areia",2
"2010","06","Cacimbas",2
"2010","06","Campina Grande",2
"2010","06","Conde",2
"2010","06","Fagundes",2
"2010","06","Gurjão",2
"2010","06","João Pessoa",2
"2010","06","Monteiro",2
"2010","06","Parari",2
"2010","06","Pedra Branca",2
"2010","06","Pedro Régis",2
"2010","06","São João do Cariri",2
"2010","06","São José de Caiana",2
"2010","06","São Sebastião do Umbuzeiro",2
"2010","06","Serra Branca",2
"2010","06","Serra Grande",2
"2010","06","Soledade",2
"2010","06","Sousa",2
"2010","06","Tacima",2
"2010","07","Aparecida",2
"2010","07","Arara",2
"2010","07","Belém",2
"2010","07","Cacimba de Areia",2
"2010","07","Cacimbas",2
"2010","07","Campina Grande",2
"2010","07","Conde",2
"2010","07","Fagundes",2
"2010","07","Gurjão",2
"2010","07","João Pessoa",2
"2010","07","Mamanguape",2
"2010","07","Monteiro",2
"2010","07","Parari",2
"2010","07","Pedra Branca",2
"2010","07","Pedro Régis",2
"2010","07","Remígio",2
"2010","07","São João do Cariri",2
"2010","07","São José de Caiana",2
"2010","07","São Mamede",2
"2010","07","São Sebastião do Umbuzeiro",2
"2010","07","Serra Branca",2
"2010","07","Serra Grande",2
"2010","07","Soledade",2
"2010","07","Sousa",2
"2010","07","Tacima",2
"2010","08","Aparecida",2
"2010","08","Arara",2
"2010","08","Belém",2
"2010","08","Cacimba de Areia",2
"2010","08","Cacimbas",2
"2010","08","Campina Grande",2
"2010","08","Conde",2
"2010","08","Fagundes",2
"2010","08","Gurjão",2
"2010","08","João Pessoa",2
"2010","08","Mamanguape",2
"2010","08","Monteiro",2
"2010","08","Parari",2
"2010","08","Pedra Branca",2
"2010","08","Pedro Régis",2
"2010","08","Remígio",2
"2010","08","São João do Cariri",2
"2010","08","São José de Caiana",2
"2010","08","São Mamede",2
"2010","08","São Sebastião do Umbuzeiro",2
"2010","08","Serra Branca",2
"2010","08","Serra Grande",2
"2010","08","Soledade",2
"2010","08","Sousa",2
"2010","08","Tacima",2
"2010","09","Aparecida",2
"2010","09","Arara",2
"2010","09","Belém",2
"2010","09","Cacimba de Areia",2
"2010","09","Cacimbas",2
"2010","09","Campina Grande",2
"2010","09","Conde",2
"2010","09","Fagundes",2
"2010","09","Gurjão",2
"2010","09","João Pessoa",2
"2010","09","Mamanguape",2
"2010","09","Monteiro",2
"2010","09","Parari",2
"2010","09","Pedra Branca",2
"2010","09","Pedro Régis",2
"2010","09","São João do Cariri",2
"2010","09","São José de Caiana",2
"2010","09","São Mamede",2
"2010","09","São Sebastião do Umbuzeiro",2
"2010","09","Serra Branca",2
"2010","09","Serra Grande",2
"2010","09","Soledade",2
"2010","09","Sousa",2
"2010","09","Tacima",2
"2010","10","Aparecida",2
"2010","10","Arara",2
"2010","10","Belém",2
"2010","10","Cacimba de Areia",2
"2010","10","Cacimbas",2
"2010","10","Campina Grande",2
"2010","10","Conde",2
"2010","10","Fagundes",2
"2010","10","Gurjão",2
"2010","10","Itaporanga",2
"2010","10","João Pessoa",2
"2010","10","Mamanguape",2
"2010","10","Monteiro",2
"2010","10","Parari",2
"2010","10","Pedra Branca",2
"2010","10","Pedro Régis",2
"2010","10","São João do Cariri",2
"2010","10","São José de Caiana",2
"2010","10","São Sebastião do Umbuzeiro",2
"2010","10","Serra Branca",2
"2010","10","Serra Grande",2
"2010","10","Soledade",2
"2010","10","Sousa",2
"2010","10","Tacima",2
"2010","11","Alhandra",2
"2010","11","Aparecida",2
"2010","11","Arara",2
"2010","11","Belém",2
"2010","11","Cacimba de Areia",2
"2010","11","Campina Grande",2
"2010","11","Conde",2
"2010","11","Fagundes",2
"2010","11","Gurjão",2
"2010","11","Itaporanga",2
"2010","11","João Pessoa",2
"2010","11","Lagoa Seca",2
"2010","11","Mamanguape",2
"2010","11","Monteiro",2
"2010","11","Parari",2
"2010","11","Pedro Régis",2
"2010","11","São João do Cariri",2
"2010","11","São José de Caiana",2
"2010","11","São Mamede",2
"2010","11","São Sebastião do Umbuzeiro",2
"2010","11","Serra Branca",2
"2010","11","Serra Grande",2
"2010","11","Soledade",2
"2010","11","Sousa",2
"2010","11","Tacima",2
"2010","12","Alhandra",2
"2010","12","Aparecida",2
"2010","12","Arara",2
"2010","12","Belém",2
"2010","12","Bom Sucesso",2
"2010","12","Cacimba de Areia",2
"2010","12","Campina Grande",2
"2010","12","Conde",2
"2010","12","Fagundes",2
"2010","12","Gurjão",2
"2010","12","Itaporanga",2
"2010","12","João Pessoa",2
"2010","12","Monteiro",2
"2010","12","Parari",2
"2010","12","Pedra Branca",2
"2010","12","Pedro Régis",2
"2010","12","Remígio",2
"2010","12","São João do Cariri",2
"2010","12","São José de Caiana",2
"2010","12","São Mamede",2
"2010","12","São Sebastião do Umbuzeiro",2
"2010","12","Serra Branca",2
"2010","12","Serra Grande",2
"2010","12","Soledade",2
"2010","12","Sousa",2
"2010","12","Tacima",2
"2010","01","Aguiar",1
"2010","01","Alagoinha",1
"2010","01","Alcantil",1
"2010","01","Algodão de Jandaíra",1
"2010","01","Araruna",1
"2010","01","Areia de Baraúnas",1
"2010","01","Areial",1
"2010","01","Bananeiras",1
"2010","01","Barra de Santa Rosa",1
"2010","01","Barra de São Miguel",1
"2010","01","Belém do Brejo do Cruz",1
"2010","01","Bernardino Batista",1
"2010","01","Boa Ventura",1
"2010","01","Boa Vista",1
"2010","01","Bom Jesus",1
"2010","01","Bom Sucesso",1
"2010","01","Bonito de Santa Fé",1
"2010","01","Brejo dos Santos",1
"2010","01","Caaporã",1
"2010","01","Cabaceiras",1
"2010","01","Cachoeira dos Índios",1
"2010","01","Cacimba de Dentro",1
"2010","01","Cajazeirinhas",1
"2010","01","Caldas Brandão",1
"2010","01","Capim",1
"2010","01","Carrapateira",1
"2010","01","Casserengue",1
"2010","01","Caturité",1
"2010","01","Coxixola",1
"2010","01","Cuité de Mamanguape",1
"2010","01","Cuitegi",1
"2010","01","Diamante",1
"2010","01","Gado Bravo",1
"2010","01","Guarabira",1
"2010","01","Igaracy",1
"2010","01","Itapororoca",1
"2010","01","Itatuba",1
"2010","01","Jericó",1
"2010","01","Joca Claudino",1
"2010","01","Juarez Távora",1
"2010","01","Juazeirinho",1
"2010","01","Junco do Seridó",1
"2010","01","Juru",1
"2010","01","Lagoa",1
"2010","01","Logradouro",1
"2010","01","Lucena",1
"2010","01","Marizópolis",1
"2010","01","Massaranduba",1
"2010","01","Mataraca",1
"2010","01","Matinhas",1
"2010","01","Maturéia",1
"2010","01","Mogeiro",1
"2010","01","Nazarezinho",1
"2010","01","Nova Olinda",1
"2010","01","Nova Palmeira",1
"2010","01","Ouro Velho",1
"2010","01","Patos",1
"2010","01","Paulista",1
"2010","01","Picuí",1
"2010","01","Pilões",1
"2010","01","Pirpirituba",1
"2010","01","Pocinhos",1
"2010","01","Pombal",1
"2010","01","Remígio",1
"2010","01","Riachão",1
"2010","01","Riachão do Bacamarte",1
"2010","01","Riachão do Poço",1
"2010","01","Riacho dos Cavalos",1
"2010","01","Rio Tinto",1
"2010","01","Salgado de São Félix",1
"2010","01","Santa Cruz",1
"2010","01","Santa Teresinha",1
"2010","01","Santana de Mangueira",1
"2010","01","São Bentinho",1
"2010","01","São Domingos do Cariri",1
"2010","01","São Francisco",1
"2010","01","São João do Rio do Peixe",1
"2010","01","São João do Tigre",1
"2010","01","São José de Espinharas",1
"2010","01","São José de Piranhas",1
"2010","01","São José dos Cordeiros",1
"2010","01","Sapé",1
"2010","01","Serra Redonda",1
"2010","01","Serraria",1
"2010","01","Sobrado",1
"2010","01","Solânea",1
"2010","01","Taperoá",1
"2010","01","Triunfo",1
"2010","01","Uiraúna",1
"2010","01","Várzea",1
"2010","01","Vieirópolis",1
"2010","01","Vista Serrana",1
"2010","01","Zabelê",1
"2010","02","Aguiar",1
"2010","02","Alagoinha",1
"2010","02","Alcantil",1
"2010","02","Araruna",1
"2010","02","Areia de Baraúnas",1
"2010","02","Areial",1
"2010","02","Bananeiras",1
"2010","02","Barra de Santa Rosa",1
"2010","02","Barra de São Miguel",1
"2010","02","Belém do Brejo do Cruz",1
"2010","02","Bernardino Batista",1
"2010","02","Boa Ventura",1
"2010","02","Boa Vista",1
"2010","02","Bom Jesus",1
"2010","02","Bom Sucesso",1
"2010","02","Bonito de Santa Fé",1
"2010","02","Brejo dos Santos",1
"2010","02","Cabaceiras",1
"2010","02","Cachoeira dos Índios",1
"2010","02","Cacimba de Dentro",1
"2010","02","Cajazeirinhas",1
"2010","02","Capim",1
"2010","02","Carrapateira",1
"2010","02","Casserengue",1
"2010","02","Caturité",1
"2010","02","Coxixola",1
"2010","02","Cuité de Mamanguape",1
"2010","02","Cuitegi",1
"2010","02","Curral de Cima",1
"2010","02","Diamante",1
"2010","02","Gado Bravo",1
"2010","02","Guarabira",1
"2010","02","Igaracy",1
"2010","02","Itatuba",1
"2010","02","Jericó",1
"2010","02","Joca Claudino",1
"2010","02","Juarez Távora",1
"2010","02","Juazeirinho",1
"2010","02","Junco do Seridó",1
"2010","02","Juru",1
"2010","02","Logradouro",1
"2010","02","Lucena",1
"2010","02","Marizópolis",1
"2010","02","Massaranduba",1
"2010","02","Mataraca",1
"2010","02","Matinhas",1
"2010","02","Maturéia",1
"2010","02","Mogeiro",1
"2010","02","Nazarezinho",1
"2010","02","Nova Olinda",1
"2010","02","Nova Palmeira",1
"2010","02","Ouro Velho",1
"2010","02","Patos",1
"2010","02","Paulista",1
"2010","02","Picuí",1
"2010","02","Pilões",1
"2010","02","Pirpirituba",1
"2010","02","Pocinhos",1
"2010","02","Pombal",1
"2010","02","Remígio",1
"2010","02","Riachão",1
"2010","02","Riachão do Bacamarte",1
"2010","02","Riachão do Poço",1
"2010","02","Riacho dos Cavalos",1
"2010","02","Rio Tinto",1
"2010","02","Salgado de São Félix",1
"2010","02","Santa Cruz",1
"2010","02","Santa Teresinha",1
"2010","02","Santana de Mangueira",1
"2010","02","São Bentinho",1
"2010","02","São Domingos do Cariri",1
"2010","02","São Francisco",1
"2010","02","São João do Rio do Peixe",1
"2010","02","São João do Tigre",1
"2010","02","São José de Espinharas",1
"2010","02","São José de Piranhas",1
"2010","02","São José dos Cordeiros",1
"2010","02","Sapé",1
"2010","02","Serra Redonda",1
"2010","02","Serraria",1
"2010","02","Sobrado",1
"2010","02","Solânea",1
"2010","02","Taperoá",1
"2010","02","Tenório",1
"2010","02","Triunfo",1
"2010","02","Uiraúna",1
"2010","02","Várzea",1
"2010","02","Vieirópolis",1
"2010","02","Vista Serrana",1
"2010","02","Zabelê",1
"2010","03","Aguiar",1
"2010","03","Alagoa Grande",1
"2010","03","Alagoinha",1
"2010","03","Alcantil",1
"2010","03","Araruna",1
"2010","03","Areia de Baraúnas",1
"2010","03","Areial",1
"2010","03","Bananeiras",1
"2010","03","Barra de Santa Rosa",1
"2010","03","Barra de São Miguel",1
"2010","03","Bernardino Batista",1
"2010","03","Boa Ventura",1
"2010","03","Boa Vista",1
"2010","03","Bom Jesus",1
"2010","03","Bom Sucesso",1
"2010","03","Bonito de Santa Fé",1
"2010","03","Borborema",1
"2010","03","Brejo dos Santos",1
"2010","03","Cabaceiras",1
"2010","03","Cachoeira dos Índios",1
"2010","03","Cacimba de Dentro",1
"2010","03","Cajazeirinhas",1
"2010","03","Capim",1
"2010","03","Carrapateira",1
"2010","03","Casserengue",1
"2010","03","Caturité",1
"2010","03","Coxixola",1
"2010","03","Cuité de Mamanguape",1
"2010","03","Cuitegi",1
"2010","03","Diamante",1
"2010","03","Gado Bravo",1
"2010","03","Guarabira",1
"2010","03","Igaracy",1
"2010","03","Itatuba",1
"2010","03","Jericó",1
"2010","03","Joca Claudino",1
"2010","03","Juarez Távora",1
"2010","03","Juazeirinho",1
"2010","03","Junco do Seridó",1
"2010","03","Juru",1
"2010","03","Logradouro",1
"2010","03","Lucena",1
"2010","03","Marizópolis",1
