"ano","mes","cidade","quantidade.secretario"
"2012","06","Soledade",2
"2012","06","Sousa",2
"2012","06","Tacima",2
"2012","07","Aparecida",2
"2012","07","Arara",2
"2012","07","Areia",2
"2012","07","Areia de Baraúnas",2
"2012","07","Areial",2
"2012","07","Barra de Santana",2
"2012","07","Belém",2
"2012","07","Boa Ventura",2
"2012","07","Camalaú",2
"2012","07","Campina Grande",2
"2012","07","Conde",2
"2012","07","Coxixola",2
"2012","07","Fagundes",2
"2012","07","Frei Martinho",2
"2012","07","Livramento",2
"2012","07","Mamanguape",2
"2012","07","Nova Olinda",2
"2012","07","Parari",2
"2012","07","Patos",2
"2012","07","Pedra Branca",2
"2012","07","Pedro Régis",2
"2012","07","Pombal",2
"2012","07","São Mamede",2
"2012","07","São Sebastião do Umbuzeiro",2
"2012","07","Serra Branca",2
"2012","07","Serra Grande",2
"2012","07","Soledade",2
"2012","07","Sousa",2
"2012","07","Tacima",2
"2012","08","Aparecida",2
"2012","08","Arara",2
"2012","08","Areia",2
"2012","08","Areia de Baraúnas",2
"2012","08","Barra de Santana",2
"2012","08","Belém",2
"2012","08","Boa Ventura",2
"2012","08","Camalaú",2
"2012","08","Campina Grande",2
"2012","08","Conde",2
"2012","08","Coxixola",2
"2012","08","Fagundes",2
"2012","08","Frei Martinho",2
"2012","08","Livramento",2
"2012","08","Mamanguape",2
"2012","08","Nova Olinda",2
"2012","08","Parari",2
"2012","08","Patos",2
"2012","08","Pedra Branca",2
"2012","08","Pedro Régis",2
"2012","08","Pombal",2
"2012","08","São Mamede",2
"2012","08","São Sebastião do Umbuzeiro",2
"2012","08","Serra Branca",2
"2012","08","Serra Grande",2
"2012","08","Soledade",2
"2012","08","Sousa",2
"2012","08","Tacima",2
"2012","09","Aparecida",2
"2012","09","Arara",2
"2012","09","Areia",2
"2012","09","Areia de Baraúnas",2
"2012","09","Barra de Santana",2
"2012","09","Belém",2
"2012","09","Boa Ventura",2
"2012","09","Camalaú",2
"2012","09","Campina Grande",2
"2012","09","Caraúbas",2
"2012","09","Conde",2
"2012","09","Coxixola",2
"2012","09","Curral de Cima",2
"2012","09","Fagundes",2
"2012","09","Frei Martinho",2
"2012","09","Livramento",2
"2012","09","Mamanguape",2
"2012","09","Nova Olinda",2
"2012","09","Parari",2
"2012","09","Patos",2
"2012","09","Pedra Branca",2
"2012","09","Pedro Régis",2
"2012","09","Pombal",2
"2012","09","São Mamede",2
"2012","09","São Sebastião do Umbuzeiro",2
"2012","09","Serra Branca",2
"2012","09","Serra Grande",2
"2012","09","Soledade",2
"2012","09","Sousa",2
"2012","09","Tacima",2
"2012","10","Aparecida",2
"2012","10","Arara",2
"2012","10","Areia",2
"2012","10","Areia de Baraúnas",2
"2012","10","Barra de Santana",2
"2012","10","Belém",2
"2012","10","Boa Ventura",2
"2012","10","Cacimbas",2
"2012","10","Camalaú",2
"2012","10","Campina Grande",2
"2012","10","Caraúbas",2
"2012","10","Conde",2
"2012","10","Coxixola",2
"2012","10","Fagundes",2
"2012","10","Frei Martinho",2
"2012","10","Livramento",2
"2012","10","Mamanguape",2
"2012","10","Nova Olinda",2
"2012","10","Parari",2
"2012","10","Patos",2
"2012","10","Pedra Branca",2
"2012","10","Pedro Régis",2
"2012","10","Pombal",2
"2012","10","São Mamede",2
"2012","10","São Sebastião do Umbuzeiro",2
"2012","10","Serra Branca",2
"2012","10","Serra Grande",2
"2012","10","Soledade",2
"2012","10","Sousa",2
"2012","10","Tacima",2
"2012","11","Alhandra",2
"2012","11","Aparecida",2
"2012","11","Arara",2
"2012","11","Areia",2
"2012","11","Areia de Baraúnas",2
"2012","11","Barra de Santana",2
"2012","11","Belém",2
"2012","11","Boa Ventura",2
"2012","11","Camalaú",2
"2012","11","Campina Grande",2
"2012","11","Caraúbas",2
"2012","11","Conde",2
"2012","11","Coxixola",2
"2012","11","Fagundes",2
"2012","11","Frei Martinho",2
"2012","11","Livramento",2
"2012","11","Mamanguape",2
"2012","11","Nova Olinda",2
"2012","11","Parari",2
"2012","11","Patos",2
"2012","11","Pedra Branca",2
"2012","11","Pedro Régis",2
"2012","11","Pombal",2
"2012","11","São Mamede",2
"2012","11","São Sebastião do Umbuzeiro",2
"2012","11","Serra Branca",2
"2012","11","Serra Grande",2
"2012","11","Soledade",2
"2012","11","Sousa",2
"2012","11","Tacima",2
"2012","12","Alhandra",2
"2012","12","Aparecida",2
"2012","12","Arara",2
"2012","12","Areia",2
"2012","12","Areia de Baraúnas",2
"2012","12","Barra de Santana",2
"2012","12","Belém",2
"2012","12","Boa Ventura",2
"2012","12","Camalaú",2
"2012","12","Campina Grande",2
"2012","12","Caraúbas",2
"2012","12","Conde",2
"2012","12","Coxixola",2
"2012","12","Fagundes",2
"2012","12","Frei Martinho",2
"2012","12","Gado Bravo",2
"2012","12","Livramento",2
"2012","12","Nova Olinda",2
"2012","12","Parari",2
"2012","12","Pedra Branca",2
"2012","12","Pedro Régis",2
"2012","12","Pombal",2
"2012","12","São Mamede",2
"2012","12","São Sebastião do Umbuzeiro",2
"2012","12","Serra Branca",2
"2012","12","Serra Grande",2
"2012","12","Soledade",2
"2012","12","Sousa",2
"2012","12","Tacima",2
"2012","12","Vieirópolis",2
"2012","01","Aguiar",1
"2012","01","Alagoinha",1
"2012","01","Alcantil",1
"2012","01","Araruna",1
"2012","01","Areia de Baraúnas",1
"2012","01","Areial",1
"2012","01","Bananeiras",1
"2012","01","Barra de Santa Rosa",1
"2012","01","Barra de Santana",1
"2012","01","Barra de São Miguel",1
"2012","01","Belém do Brejo do Cruz",1
"2012","01","Bernardino Batista",1
"2012","01","Boa Vista",1
"2012","01","Bom Jesus",1
"2012","01","Bom Sucesso",1
"2012","01","Bonito de Santa Fé",1
"2012","01","Borborema",1
"2012","01","Brejo dos Santos",1
"2012","01","Cabaceiras",1
"2012","01","Cachoeira dos Índios",1
"2012","01","Cacimba de Dentro",1
"2012","01","Cacimbas",1
"2012","01","Cajazeirinhas",1
"2012","01","Capim",1
"2012","01","Caraúbas",1
"2012","01","Carrapateira",1
"2012","01","Casserengue",1
"2012","01","Caturité",1
"2012","01","Condado",1
"2012","01","Cubati",1
"2012","01","Cuitegi",1
"2012","01","Curral de Cima",1
"2012","01","Diamante",1
"2012","01","Dona Inês",1
"2012","01","Emas",1
"2012","01","Gado Bravo",1
"2012","01","Guarabira",1
"2012","01","Ibiara",1
"2012","01","Igaracy",1
"2012","01","Ingá",1
"2012","01","Itaporanga",1
"2012","01","Jacaraú",1
"2012","01","Jericó",1
"2012","01","João Pessoa",1
"2012","01","Joca Claudino",1
"2012","01","Juarez Távora",1
"2012","01","Juazeirinho",1
"2012","01","Junco do Seridó",1
"2012","01","Juru",1
"2012","01","Lagoa",1
"2012","01","Lastro",1
"2012","01","Livramento",1
"2012","01","Logradouro",1
"2012","01","Mãe d'Água",1
"2012","01","Manaíra",1
"2012","01","Marizópolis",1
"2012","01","Mataraca",1
"2012","01","Matinhas",1
"2012","01","Mato Grosso",1
"2012","01","Maturéia",1
"2012","01","Mogeiro",1
"2012","01","Monteiro",1
"2012","01","Natuba",1
"2012","01","Nazarezinho",1
"2012","01","Nova Palmeira",1
"2012","01","Ouro Velho",1
"2012","01","Passagem",1
"2012","01","Patos",1
"2012","01","Paulista",1
"2012","01","Piancó",1
"2012","01","Picuí",1
"2012","01","Pilões",1
"2012","01","Pilõezinhos",1
"2012","01","Pirpirituba",1
"2012","01","Pocinhos",1
"2012","01","Pombal",1
"2012","01","Princesa Isabel",1
"2012","01","Puxinanã",1
"2012","01","Remígio",1
"2012","01","Riachão",1
"2012","01","Riachão do Bacamarte",1
"2012","01","Riachão do Poço",1
"2012","01","Riacho dos Cavalos",1
"2012","01","Rio Tinto",1
"2012","01","Salgadinho",1
"2012","01","Salgado de São Félix",1
"2012","01","Santa Cruz",1
"2012","01","Santa Inês",1
"2012","01","Santa Teresinha",1
"2012","01","São Bentinho",1
"2012","01","São Domingos",1
"2012","01","São Domingos do Cariri",1
"2012","01","São Francisco",1
"2012","01","São João do Rio do Peixe",1
"2012","01","São João do Tigre",1
"2012","01","São José de Caiana",1
"2012","01","São José de Espinharas",1
"2012","01","São José de Piranhas",1
"2012","01","São José de Princesa",1
"2012","01","Sapé",1
"2012","01","Serra Redonda",1
"2012","01","Serraria",1
"2012","01","Sobrado",1
"2012","01","Solânea",1
"2012","01","Taperoá",1
"2012","01","Triunfo",1
"2012","01","Uiraúna",1
"2012","01","Várzea",1
"2012","01","Vieirópolis",1
"2012","01","Vista Serrana",1
"2012","01","Zabelê",1
"2012","02","Aguiar",1
"2012","02","Alagoa Grande",1
"2012","02","Alagoinha",1
"2012","02","Alcantil",1
"2012","02","Algodão de Jandaíra",1
"2012","02","Araruna",1
"2012","02","Areia de Baraúnas",1
"2012","02","Areial",1
"2012","02","Bananeiras",1
"2012","02","Barra de Santa Rosa",1
"2012","02","Barra de São Miguel",1
"2012","02","Belém do Brejo do Cruz",1
"2012","02","Bernardino Batista",1
"2012","02","Boa Vista",1
"2012","02","Bom Jesus",1
"2012","02","Bom Sucesso",1
"2012","02","Bonito de Santa Fé",1
"2012","02","Borborema",1
"2012","02","Brejo dos Santos",1
"2012","02","Cabaceiras",1
"2012","02","Cachoeira dos Índios",1
"2012","02","Cacimba de Dentro",1
"2012","02","Cacimbas",1
"2012","02","Cajazeirinhas",1
"2012","02","Capim",1
"2012","02","Caraúbas",1
"2012","02","Carrapateira",1
"2012","02","Casserengue",1
"2012","02","Caturité",1
"2012","02","Condado",1
"2012","02","Cubati",1
"2012","02","Cuitegi",1
"2012","02","Curral de Cima",1
"2012","02","Diamante",1
"2012","02","Dona Inês",1
"2012","02","Emas",1
"2012","02","Gado Bravo",1
"2012","02","Guarabira",1
"2012","02","Ibiara",1
"2012","02","Igaracy",1
"2012","02","Ingá",1
"2012","02","Itaporanga",1
"2012","02","Jacaraú",1
"2012","02","Jericó",1
"2012","02","João Pessoa",1
"2012","02","Joca Claudino",1
"2012","02","Juarez Távora",1
"2012","02","Juazeirinho",1
"2012","02","Junco do Seridó",1
"2012","02","Juru",1
"2012","02","Lagoa",1
"2012","02","Lastro",1
"2012","02","Livramento",1
"2012","02","Logradouro",1
"2012","02","Lucena",1
"2012","02","Mãe d'Água",1
"2012","02","Manaíra",1
"2012","02","Marizópolis",1
"2012","02","Mataraca",1
"2012","02","Matinhas",1
"2012","02","Mato Grosso",1
"2012","02","Maturéia",1
"2012","02","Mogeiro",1
"2012","02","Monteiro",1
"2012","02","Natuba",1
"2012","02","Nazarezinho",1
"2012","02","Nova Palmeira",1
"2012","02","Ouro Velho",1
"2012","02","Passagem",1
"2012","02","Patos",1
"2012","02","Paulista",1
"2012","02","Piancó",1
"2012","02","Picuí",1
"2012","02","Pilões",1
"2012","02","Pilõezinhos",1
"2012","02","Pirpirituba",1
"2012","02","Pocinhos",1
"2012","02","Pombal",1
"2012","02","Princesa Isabel",1
"2012","02","Puxinanã",1
"2012","02","Remígio",1
"2012","02","Riachão",1
"2012","02","Riachão do Bacamarte",1
"2012","02","Riachão do Poço",1
"2012","02","Riacho dos Cavalos",1
"2012","02","Rio Tinto",1
"2012","02","Salgadinho",1
"2012","02","Salgado de São Félix",1
"2012","02","Santa Cruz",1
"2012","02","Santa Inês",1
"2012","02","Santa Teresinha",1
"2012","02","Santana de Mangueira",1
"2012","02","São Bentinho",1
"2012","02","São Domingos",1
"2012","02","São Domingos do Cariri",1
"2012","02","São Francisco",1
"2012","02","São João do Rio do Peixe",1
"2012","02","São João do Tigre",1
"2012","02","São José de Caiana",1
"2012","02","São José de Espinharas",1
"2012","02","São José de Piranhas",1
"2012","02","São José de Princesa",1
"2012","02","Sapé",1
"2012","02","Serra Redonda",1
"2012","02","Serraria",1
"2012","02","Sobrado",1
"2012","02","Solânea",1
"2012","02","Taperoá",1
"2012","02","Triunfo",1
"2012","02","Uiraúna",1
"2012","02","Várzea",1
"2012","02","Vieirópolis",1
"2012","02","Vista Serrana",1
"2012","02","Zabelê",1
"2012","03","Aguiar",1
"2012","03","Alagoa Grande",1
"2012","03","Alagoinha",1
"2012","03","Alcantil",1
"2012","03","Algodão de Jandaíra",1
"2012","03","Araruna",1
"2012","03","Areial",1
"2012","03","Bananeiras",1
"2012","03","Barra de Santa Rosa",1
"2012","03","Barra de São Miguel",1
"2012","03","Belém do Brejo do Cruz",1
"2012","03","Bernardino Batista",1
"2012","03","Boa Vista",1
"2012","03","Bom Jesus",1
"2012","03","Bom Sucesso",1
"2012","03","Bonito de Santa Fé",1
"2012","03","Borborema",1
"2012","03","Brejo dos Santos",1
"2012","03","Cabaceiras",1
"2012","03","Cachoeira dos Índios",1
"2012","03","Cacimba de Dentro",1
"2012","03","Cacimbas",1
"2012","03","Cajazeirinhas",1
"2012","03","Capim",1
"2012","03","Caraúbas",1
"2012","03","Carrapateira",1
"2012","03","Casserengue",1
"2012","03","Caturité",1
"2012","03","Condado",1
"2012","03","Cubati",1
"2012","03","Cuitegi",1
"2012","03","Curral de Cima",1
"2012","03","Diamante",1
"2012","03","Dona Inês",1
"2012","03","Emas",1
"2012","03","Gado Bravo",1
"2012","03","Guarabira",1
"2012","03","Ibiara",1
"2012","03","Igaracy",1
"2012","03","Ingá",1
"2012","03","Itaporanga",1
"2012","03","Jacaraú",1
"2012","03","Jericó",1
"2012","03","João Pessoa",1
"2012","03","Joca Claudino",1
"2012","03","Juarez Távora",1
"2012","03","Juazeirinho",1
"2012","03","Junco do Seridó",1
"2012","03","Juru",1
"2012","03","Lagoa",1
"2012","03","Lastro",1
"2012","03","Livramento",1
"2012","03","Logradouro",1
"2012","03","Lucena",1
"2012","03","Mãe d'Água",1
"2012","03","Manaíra",1
"2012","03","Marcação",1
"2012","03","Marizópolis",1
"2012","03","Mataraca",1
"2012","03","Matinhas",1
"2012","03","Mato Grosso",1
"2012","03","Maturéia",1
"2012","03","Mogeiro",1
"2012","03","Monteiro",1
"2012","03","Natuba",1
"2012","03","Nazarezinho",1
"2012","03","Nova Palmeira",1
"2012","03","Ouro Velho",1
"2012","03","Passagem",1
"2012","03","Paulista",1
"2012","03","Piancó",1
"2012","03","Picuí",1
"2012","03","Pilões",1
"2012","03","Pilõezinhos",1
"2012","03","Pirpirituba",1
"2012","03","Pocinhos",1
"2012","03","Pombal",1
"2012","03","Princesa Isabel",1
"2012","03","Puxinanã",1
"2012","03","Remígio",1
"2012","03","Riachão",1
"2012","03","Riachão do Bacamarte",1
"2012","03","Riachão do Poço",1
"2012","03","Riacho dos Cavalos",1
"2012","03","Rio Tinto",1
"2012","03","Salgadinho",1
"2012","03","Salgado de São Félix",1
"2012","03","Santa Cruz",1
"2012","03","Santa Inês",1
"2012","03","Santa Teresinha",1
"2012","03","Santana de Mangueira",1
"2012","03","São Bentinho",1
"2012","03","São Domingos",1
"2012","03","São Domingos do Cariri",1
"2012","03","São Francisco",1
"2012","03","São João do Rio do Peixe",1
"2012","03","São João do Tigre",1
"2012","03","São José de Caiana",1
"2012","03","São José de Espinharas",1
"2012","03","São José de Piranhas",1
"2012","03","São José de Princesa",1
"2012","03","Sapé",1
"2012","03","Serra Redonda",1
"2012","03","Serraria",1
"2012","03","Sobrado",1
"2012","03","Solânea",1
"2012","03","Taperoá",1
"2012","03","Triunfo",1
"2012","03","Uiraúna",1
"2012","03","Várzea",1
"2012","03","Vieirópolis",1
"2012","03","Vista Serrana",1
"2012","03","Zabelê",1
"2012","04","Aguiar",1
"2012","04","Alagoa Grande",1
"2012","04","Alagoinha",1
"2012","04","Alcantil",1
"2012","04","Algodão de Jandaíra",1
"2012","04","Araruna",1
"2012","04","Areial",1
"2012","04","Bananeiras",1
"2012","04","Barra de Santa Rosa",1
"2012","04","Barra de São Miguel",1
"2012","04","Belém do Brejo do Cruz",1
"2012","04","Bernardino Batista",1
"2012","04","Boa Vista",1
"2012","04","Bom Jesus",1
"2012","04","Bom Sucesso",1
"2012","04","Bonito de Santa Fé",1
"2012","04","Borborema",1
"2012","04","Brejo dos Santos",1
"2012","04","Cabaceiras",1
"2012","04","Cachoeira dos Índios",1
"2012","04","Cacimba de Dentro",1
"2012","04","Cacimbas",1
"2012","04","Cajazeirinhas",1
"2012","04","Capim",1
"2012","04","Caraúbas",1
"2012","04","Carrapateira",1
"2012","04","Casserengue",1
"2012","04","Caturité",1
"2012","04","Condado",1
"2012","04","Cubati",1
"2012","04","Cuitegi",1
"2012","04","Curral de Cima",1
"2012","04","Diamante",1
"2012","04","Dona Inês",1
"2012","04","Emas",1
"2012","04","Gado Bravo",1
"2012","04","Guarabira",1
"2012","04","Ibiara",1
"2012","04","Igaracy",1
"2012","04","Ingá",1
"2012","04","Itaporanga",1
"2012","04","Jacaraú",1
"2012","04","Jericó",1
"2012","04","João Pessoa",1
"2012","04","Joca Claudino",1
"2012","04","Juarez Távora",1
"2012","04","Juazeirinho",1
"2012","04","Junco do Seridó",1
"2012","04","Juru",1
"2012","04","Lagoa",1
"2012","04","Lastro",1
"2012","04","Livramento",1
"2012","04","Logradouro",1
"2012","04","Lucena",1
"2012","04","Mãe d'Água",1
"2012","04","Manaíra",1
"2012","04","Marcação",1
"2012","04","Marizópolis",1
"2012","04","Mataraca",1
"2012","04","Matinhas",1
"2012","04","Mato Grosso",1
"2012","04","Maturéia",1
"2012","04","Mogeiro",1
"2012","04","Monteiro",1
"2012","04","Natuba",1
"2012","04","Nazarezinho",1
"2012","04","Nova Palmeira",1
"2012","04","Ouro Velho",1
"2012","04","Passagem",1
"2012","04","Paulista",1
"2012","04","Piancó",1
"2012","04","Picuí",1
"2012","04","Pilões",1
"2012","04","Pilõezinhos",1
"2012","04","Pirpirituba",1
"2012","04","Pocinhos",1
"2012","04","Princesa Isabel",1
"2012","04","Puxinanã",1
"2012","04","Remígio",1
"2012","04","Riachão",1
"2012","04","Riachão do Bacamarte",1
"2012","04","Riachão do Poço",1
"2012","04","Riacho dos Cavalos",1
"2012","04","Rio Tinto",1
"2012","04","Salgadinho",1
"2012","04","Salgado de São Félix",1
"2012","04","Santa Cruz",1
"2012","04","Santa Inês",1
"2012","04","Santa Teresinha",1
"2012","04","Santana de Mangueira",1
"2012","04","São Bentinho",1
"2012","04","São Domingos",1
"2012","04","São Domingos do Cariri",1
"2012","04","São Francisco",1
"2012","04","São João do Rio do Peixe",1
"2012","04","São João do Tigre",1
"2012","04","São José de Caiana",1
"2012","04","São José de Espinharas",1
"2012","04","São José de Princesa",1
"2012","04","Sapé",1
"2012","04","Serra Redonda",1
"2012","04","Serraria",1
"2012","04","Sobrado",1
"2012","04","Solânea",1
"2012","04","Taperoá",1
"2012","04","Triunfo",1
"2012","04","Uiraúna",1
"2012","04","Várzea",1
"2012","04","Vieirópolis",1
"2012","04","Vista Serrana",1
"2012","04","Zabelê",1
"2012","05","Aguiar",1
"2012","05","Alagoa Grande",1
"2012","05","Alagoinha",1
"2012","05","Alcantil",1
"2012","05","Algodão de Jandaíra",1
"2012","05","Araruna",1
"2012","05","Areial",1
"2012","05","Bananeiras",1
"2012","05","Barra de Santa Rosa",1
"2012","05","Barra de São Miguel",1
"2012","05","Belém do Brejo do Cruz",1
"2012","05","Bernardino Batista",1
"2012","05","Boa Vista",1
"2012","05","Bom Jesus",1
"2012","05","Bom Sucesso",1
"2012","05","Bonito de Santa Fé",1
"2012","05","Borborema",1
"2012","05","Brejo dos Santos",1
"2012","05","Cabaceiras",1
"2012","05","Cachoeira dos Índios",1
"2012","05","Cacimba de Dentro",1
"2012","05","Cacimbas",1
"2012","05","Cajazeirinhas",1
"2012","05","Capim",1
"2012","05","Caraúbas",1
"2012","05","Carrapateira",1
"2012","05","Casserengue",1
"2012","05","Caturité",1
"2012","05","Condado",1
"2012","05","Cubati",1
"2012","05","Cuitegi",1
"2012","05","Curral de Cima",1
"2012","05","Diamante",1
"2012","05","Dona Inês",1
"2012","05","Emas",1
"2012","05","Gado Bravo",1
"2012","05","Guarabira",1
"2012","05","Ibiara",1
"2012","05","Igaracy",1
"2012","05","Ingá",1
"2012","05","Itaporanga",1
"2012","05","Jacaraú",1
"2012","05","Jericó",1
"2012","05","João Pessoa",1
"2012","05","Joca Claudino",1
"2012","05","Juarez Távora",1
"2012","05","Juazeirinho",1
"2012","05","Junco do Seridó",1
"2012","05","Juru",1
"2012","05","Lagoa",1
"2012","05","Lastro",1
"2012","05","Livramento",1
"2012","05","Logradouro",1
"2012","05","Lucena",1
"2012","05","Mãe d'Água",1
"2012","05","Manaíra",1
"2012","05","Marcação",1
"2012","05","Marizópolis",1
"2012","05","Mataraca",1
"2012","05","Matinhas",1
"2012","05","Mato Grosso",1
"2012","05","Maturéia",1
"2012","05","Mogeiro",1
"2012","05","Monteiro",1
"2012","05","Natuba",1
"2012","05","Nazarezinho",1
"2012","05","Nova Palmeira",1
"2012","05","Ouro Velho",1
"2012","05","Passagem",1
"2012","05","Paulista",1
"2012","05","Piancó",1
"2012","05","Picuí",1
"2012","05","Pilões",1
"2012","05","Pilõezinhos",1
"2012","05","Pirpirituba",1
"2012","05","Pocinhos",1
"2012","05","Princesa Isabel",1
"2012","05","Puxinanã",1
"2012","05","Remígio",1
"2012","05","Riachão",1
"2012","05","Riachão do Bacamarte",1
"2012","05","Riachão do Poço",1
"2012","05","Riacho dos Cavalos",1
"2012","05","Rio Tinto",1
"2012","05","Salgadinho",1
"2012","05","Salgado de São Félix",1
"2012","05","Santa Cruz",1
"2012","05","Santa Inês",1
"2012","05","Santa Teresinha",1
"2012","05","Santana de Mangueira",1
"2012","05","São Bentinho",1
"2012","05","São Domingos",1
"2012","05","São Domingos do Cariri",1
"2012","05","São Francisco",1
"2012","05","São João do Rio do Peixe",1
"2012","05","São João do Tigre",1
"2012","05","São José de Caiana",1
"2012","05","São José de Espinharas",1
"2012","05","São José de Piranhas",1
"2012","05","São José de Princesa",1
"2012","05","Sapé",1
"2012","05","Serra Redonda",1
"2012","05","Serraria",1
"2012","05","Sobrado",1
"2012","05","Solânea",1
"2012","05","Taperoá",1
"2012","05","Triunfo",1
"2012","05","Uiraúna",1
"2012","05","Várzea",1
"2012","05","Vieirópolis",1
"2012","05","Vista Serrana",1
"2012","05","Zabelê",1
"2012","06","Aguiar",1
"2012","06","Alagoa Grande",1
"2012","06","Alagoinha",1
"2012","06","Alcantil",1
"2012","06","Algodão de Jandaíra",1
"2012","06","Araruna",1
"2012","06","Areial",1
"2012","06","Bananeiras",1
"2012","06","Barra de Santa Rosa",1
"2012","06","Barra de São Miguel",1
"2012","06","Belém do Brejo do Cruz",1
"2012","06","Bernardino Batista",1
"2012","06","Boa Vista",1
"2012","06","Bom Jesus",1
"2012","06","Bom Sucesso",1
"2012","06","Bonito de Santa Fé",1
"2012","06","Brejo dos Santos",1
"2012","06","Cabaceiras",1
"2012","06","Cachoeira dos Índios",1
"2012","06","Cacimba de Dentro",1
"2012","06","Cacimbas",1
"2012","06","Cajazeirinhas",1
"2012","06","Capim",1
"2012","06","Caraúbas",1
"2012","06","Carrapateira",1
"2012","06","Casserengue",1
"2012","06","Caturité",1
"2012","06","Condado",1
"2012","06","Cubati",1
"2012","06","Cuitegi",1
"2012","06","Curral de Cima",1
"2012","06","Diamante",1
"2012","06","Dona Inês",1
"2012","06","Emas",1
"2012","06","Gado Bravo",1
"2012","06","Guarabira",1
"2012","06","Ibiara",1
"2012","06","Igaracy",1
"2012","06","Ingá",1
"2012","06","Itaporanga",1
"2012","06","Jacaraú",1
"2012","06","Jericó",1
"2012","06","João Pessoa",1
"2012","06","Joca Claudino",1
"2012","06","Juarez Távora",1
"2012","06","Juazeirinho",1
"2012","06","Junco do Seridó",1
"2012","06","Juru",1
"2012","06","Lagoa",1
"2012","06","Lastro",1
"2012","06","Logradouro",1
"2012","06","Lucena",1
"2012","06","Mãe d'Água",1
"2012","06","Manaíra",1
"2012","06","Marcação",1
"2012","06","Marizópolis",1
"2012","06","Mataraca",1
"2012","06","Matinhas",1
"2012","06","Mato Grosso",1
"2012","06","Maturéia",1
"2012","06","Mogeiro",1
"2012","06","Monteiro",1
"2012","06","Natuba",1
"2012","06","Nazarezinho",1
"2012","06","Nova Palmeira",1
"2012","06","Ouro Velho",1
"2012","06","Passagem",1
"2012","06","Paulista",1
"2012","06","Piancó",1
"2012","06","Picuí",1
"2012","06","Pilões",1
"2012","06","Pilõezinhos",1
"2012","06","Pirpirituba",1
"2012","06","Pocinhos",1
"2012","06","Puxinanã",1
"2012","06","Remígio",1
"2012","06","Riachão",1
"2012","06","Riachão do Bacamarte",1
"2012","06","Riachão do Poço",1
"2012","06","Riacho dos Cavalos",1
"2012","06","Rio Tinto",1
"2012","06","Salgadinho",1
"2012","06","Salgado de São Félix",1
"2012","06","Santa Cruz",1
"2012","06","Santa Inês",1
"2012","06","Santa Teresinha",1
"2012","06","Santana de Mangueira",1
"2012","06","São Bentinho",1
"2012","06","São Domingos",1
"2012","06","São Domingos do Cariri",1
"2012","06","São Francisco",1
"2012","06","São João do Rio do Peixe",1
"2012","06","São João do Tigre",1
"2012","06","São José de Caiana",1
"2012","06","São José de Espinharas",1
"2012","06","São José de Piranhas",1
"2012","06","São José de Princesa",1
"2012","06","Sapé",1
"2012","06","Serra Redonda",1
"2012","06","Serraria",1
"2012","06","Sobrado",1
"2012","06","Solânea",1
"2012","06","Taperoá",1
"2012","06","Triunfo",1
"2012","06","Uiraúna",1
"2012","06","Umbuzeiro",1
"2012","06","Várzea",1
"2012","06","Vieirópolis",1
"2012","06","Vista Serrana",1
"2012","06","Zabelê",1
"2012","07","Aguiar",1
"2012","07","Alagoa Grande",1
"2012","07","Alagoinha",1
"2012","07","Alcantil",1
"2012","07","Algodão de Jandaíra",1
"2012","07","Araruna",1
"2012","07","Bananeiras",1
"2012","07","Barra de Santa Rosa",1
"2012","07","Barra de São Miguel",1
"2012","07","Belém do Brejo do Cruz",1
"2012","07","Bernardino Batista",1
"2012","07","Boa Vista",1
"2012","07","Bom Jesus",1
"2012","07","Bom Sucesso",1
"2012","07","Bonito de Santa Fé",1
"2012","07","Borborema",1
"2012","07","Brejo dos Santos",1
"2012","07","Cabaceiras",1
"2012","07","Cachoeira dos Índios",1
"2012","07","Cacimba de Dentro",1
"2012","07","Cacimbas",1
"2012","07","Cajazeirinhas",1
"2012","07","Capim",1
"2012","07","Caraúbas",1
"2012","07","Carrapateira",1
"2012","07","Casserengue",1
"2012","07","Caturité",1
"2012","07","Condado",1
"2012","07","Cubati",1
"2012","07","Cuitegi",1
"2012","07","Curral de Cima",1
"2012","07","Diamante",1
"2012","07","Dona Inês",1
"2012","07","Emas",1
"2012","07","Gado Bravo",1
"2012","07","Guarabira",1
"2012","07","Ibiara",1
"2012","07","Igaracy",1
"2012","07","Ingá",1
"2012","07","Itaporanga",1
"2012","07","Jacaraú",1
"2012","07","Jericó",1
"2012","07","João Pessoa",1
"2012","07","Joca Claudino",1
"2012","07","Juarez Távora",1
"2012","07","Juazeirinho",1
"2012","07","Junco do Seridó",1
"2012","07","Juru",1
"2012","07","Lagoa",1
"2012","07","Lastro",1
"2012","07","Logradouro",1
"2012","07","Lucena",1
"2012","07","Mãe d'Água",1
"2012","07","Manaíra",1
"2012","07","Marcação",1
"2012","07","Marizópolis",1
"2012","07","Mataraca",1
"2012","07","Matinhas",1
"2012","07","Mato Grosso",1
"2012","07","Maturéia",1
"2012","07","Mogeiro",1
"2012","07","Monteiro",1
"2012","07","Natuba",1
"2012","07","Nazarezinho",1
"2012","07","Nova Palmeira",1
"2012","07","Ouro Velho",1
"2012","07","Passagem",1
"2012","07","Paulista",1
"2012","07","Piancó",1
"2012","07","Picuí",1
"2012","07","Pilões",1
"2012","07","Pilõezinhos",1
"2012","07","Pirpirituba",1
"2012","07","Pocinhos",1
"2012","07","Princesa Isabel",1
